GEOLINEID,Legend_Description,GSC_SYMBOL
112015029903,"fault; generic, shallow dip; approximate; attitude not applicable; third generation",4.02.15.002
112015029904,"fault; generic, shallow dip; approximate; attitude not applicable; fourth generation",4.02.15.002
112015029910,"fault; generic, shallow dip; approximate; attitude not applicable; primary generation",4.02.15.002
112015029920,"fault; generic, shallow dip; approximate; attitude not applicable; multi-generation generation",4.02.15.002
112015029966,"fault; generic, shallow dip; approximate; attitude not applicable; not entered generation",4.02.15.002
112015029988,"fault; generic, shallow dip; approximate; attitude not applicable; undefined generation",4.02.15.002
112015036601,"fault; generic, shallow dip; inferred; attitude not entered; first generation",4.02.15.003
112015036602,"fault; generic, shallow dip; inferred; attitude not entered; second generation",4.02.15.003
112015036603,"fault; generic, shallow dip; inferred; attitude not entered; third generation",4.02.15.003
112015036604,"fault; generic, shallow dip; inferred; attitude not entered; fourth generation",4.02.15.003
112015036610,"fault; generic, shallow dip; inferred; attitude not entered; primary generation",4.02.15.003
112015036620,"fault; generic, shallow dip; inferred; attitude not entered; multi-generation generation",4.02.15.003
112015036666,"fault; generic, shallow dip; inferred; attitude not entered; not entered generation",4.02.15.003
112015036688,"fault; generic, shallow dip; inferred; attitude not entered; undefined generation",4.02.15.003
112015037701,"fault; generic, shallow dip; inferred; attitude unknown; first generation",4.02.15.003
112015037702,"fault; generic, shallow dip; inferred; attitude unknown; second generation",4.02.15.003
112015037703,"fault; generic, shallow dip; inferred; attitude unknown; third generation",4.02.15.003
112015037704,"fault; generic, shallow dip; inferred; attitude unknown; fourth generation",4.02.15.003
112015037710,"fault; generic, shallow dip; inferred; attitude unknown; primary generation",4.02.15.003
112015037720,"fault; generic, shallow dip; inferred; attitude unknown; multi-generation generation",4.02.15.003
112015037766,"fault; generic, shallow dip; inferred; attitude unknown; not entered generation",4.02.15.003
112015037788,"fault; generic, shallow dip; inferred; attitude unknown; undefined generation",4.02.15.003
112015039901,"fault; generic, shallow dip; inferred; attitude not applicable; first generation",4.02.15.003
112015039902,"fault; generic, shallow dip; inferred; attitude not applicable; second generation",4.02.15.003
112015039903,"fault; generic, shallow dip; inferred; attitude not applicable; third generation",4.02.15.003
112015039904,"fault; generic, shallow dip; inferred; attitude not applicable; fourth generation",4.02.15.003
112015039910,"fault; generic, shallow dip; inferred; attitude not applicable; primary generation",4.02.15.003
112015039920,"fault; generic, shallow dip; inferred; attitude not applicable; multi-generation generation",4.02.15.003
112015039966,"fault; generic, shallow dip; inferred; attitude not applicable; not entered generation",4.02.15.003
112015039988,"fault; generic, shallow dip; inferred; attitude not applicable; undefined generation",4.02.15.003
112015046601,"fault; generic, shallow dip; concealed; attitude not entered; first generation",4.02.15.004
112015046602,"fault; generic, shallow dip; concealed; attitude not entered; second generation",4.02.15.004
112015046603,"fault; generic, shallow dip; concealed; attitude not entered; third generation",4.02.15.004
112015046604,"fault; generic, shallow dip; concealed; attitude not entered; fourth generation",4.02.15.004
112015046610,"fault; generic, shallow dip; concealed; attitude not entered; primary generation",4.02.15.004
112015046620,"fault; generic, shallow dip; concealed; attitude not entered; multi-generation generation",4.02.15.004
112015046666,"fault; generic, shallow dip; concealed; attitude not entered; not entered generation",4.02.15.004
112015046688,"fault; generic, shallow dip; concealed; attitude not entered; undefined generation",4.02.15.004
112015047701,"fault; generic, shallow dip; concealed; attitude unknown; first generation",4.02.15.004
112015047702,"fault; generic, shallow dip; concealed; attitude unknown; second generation",4.02.15.004
112015047703,"fault; generic, shallow dip; concealed; attitude unknown; third generation",4.02.15.004
112015047704,"fault; generic, shallow dip; concealed; attitude unknown; fourth generation",4.02.15.004
112015047710,"fault; generic, shallow dip; concealed; attitude unknown; primary generation",4.02.15.004
112015047720,"fault; generic, shallow dip; concealed; attitude unknown; multi-generation generation",4.02.15.004
112015047766,"fault; generic, shallow dip; concealed; attitude unknown; not entered generation",4.02.15.004
112015047788,"fault; generic, shallow dip; concealed; attitude unknown; undefined generation",4.02.15.004
112015049901,"fault; generic, shallow dip; concealed; attitude not applicable; first generation",4.02.15.004
112015049902,"fault; generic, shallow dip; concealed; attitude not applicable; second generation",4.02.15.004
112015049903,"fault; generic, shallow dip; concealed; attitude not applicable; third generation",4.02.15.004
112015049904,"fault; generic, shallow dip; concealed; attitude not applicable; fourth generation",4.02.15.004
112015049910,"fault; generic, shallow dip; concealed; attitude not applicable; primary generation",4.02.15.004
112015049920,"fault; generic, shallow dip; concealed; attitude not applicable; multi-generation generation",4.02.15.004
112015049966,"fault; generic, shallow dip; concealed; attitude not applicable; not entered generation",4.02.15.004
112015049988,"fault; generic, shallow dip; concealed; attitude not applicable; undefined generation",4.02.15.004
112016016601,"fault; generic, steep dip; defined; attitude not entered; first generation",4.02.15.001
112016016602,"fault; generic, steep dip; defined; attitude not entered; second generation",4.02.15.001
112016016603,"fault; generic, steep dip; defined; attitude not entered; third generation",4.02.15.001
112016016604,"fault; generic, steep dip; defined; attitude not entered; fourth generation",4.02.15.001
112016016610,"fault; generic, steep dip; defined; attitude not entered; primary generation",4.02.15.001
112016016620,"fault; generic, steep dip; defined; attitude not entered; multi-generation generation",4.02.15.001
112016016666,"fault; generic, steep dip; defined; attitude not entered; not entered generation",4.02.15.001
112016016688,"fault; generic, steep dip; defined; attitude not entered; undefined generation",4.02.15.001
112016017701,"fault; generic, steep dip; defined; attitude unknown; first generation",4.02.15.001
112016017702,"fault; generic, steep dip; defined; attitude unknown; second generation",4.02.15.001
112016017703,"fault; generic, steep dip; defined; attitude unknown; third generation",4.02.15.001
112016017704,"fault; generic, steep dip; defined; attitude unknown; fourth generation",4.02.15.001
112016017710,"fault; generic, steep dip; defined; attitude unknown; primary generation",4.02.15.001
112016017720,"fault; generic, steep dip; defined; attitude unknown; multi-generation generation",4.02.15.001
112016017766,"fault; generic, steep dip; defined; attitude unknown; not entered generation",4.02.15.001
112016017788,"fault; generic, steep dip; defined; attitude unknown; undefined generation",4.02.15.001
112016019901,"fault; generic, steep dip; defined; attitude not applicable; first generation",4.02.15.001
112016019902,"fault; generic, steep dip; defined; attitude not applicable; second generation",4.02.15.001
112016019903,"fault; generic, steep dip; defined; attitude not applicable; third generation",4.02.15.001
112016019904,"fault; generic, steep dip; defined; attitude not applicable; fourth generation",4.02.15.001
112016019910,"fault; generic, steep dip; defined; attitude not applicable; primary generation",4.02.15.001
112016019920,"fault; generic, steep dip; defined; attitude not applicable; multi-generation generation",4.02.15.001
112016019966,"fault; generic, steep dip; defined; attitude not applicable; not entered generation",4.02.15.001
112016019988,"fault; generic, steep dip; defined; attitude not applicable; undefined generation",4.02.15.001
112016026601,"fault; generic, steep dip; approximate; attitude not entered; first generation",4.02.15.002
112016026602,"fault; generic, steep dip; approximate; attitude not entered; second generation",4.02.15.002
112016026603,"fault; generic, steep dip; approximate; attitude not entered; third generation",4.02.15.002
112016026604,"fault; generic, steep dip; approximate; attitude not entered; fourth generation",4.02.15.002
112016026610,"fault; generic, steep dip; approximate; attitude not entered; primary generation",4.02.15.002
112016026620,"fault; generic, steep dip; approximate; attitude not entered; multi-generation generation",4.02.15.002
112016026666,"fault; generic, steep dip; approximate; attitude not entered; not entered generation",4.02.15.002
112016026688,"fault; generic, steep dip; approximate; attitude not entered; undefined generation",4.02.15.002
112016027701,"fault; generic, steep dip; approximate; attitude unknown; first generation",4.02.15.002
112016027702,"fault; generic, steep dip; approximate; attitude unknown; second generation",4.02.15.002
112016027703,"fault; generic, steep dip; approximate; attitude unknown; third generation",4.02.15.002
112016027704,"fault; generic, steep dip; approximate; attitude unknown; fourth generation",4.02.15.002
112016027710,"fault; generic, steep dip; approximate; attitude unknown; primary generation",4.02.15.002
112016027720,"fault; generic, steep dip; approximate; attitude unknown; multi-generation generation",4.02.15.002
112016027766,"fault; generic, steep dip; approximate; attitude unknown; not entered generation",4.02.15.002
112016027788,"fault; generic, steep dip; approximate; attitude unknown; undefined generation",4.02.15.002
112016029901,"fault; generic, steep dip; approximate; attitude not applicable; first generation",4.02.15.002
112016029902,"fault; generic, steep dip; approximate; attitude not applicable; second generation",4.02.15.002
112016029903,"fault; generic, steep dip; approximate; attitude not applicable; third generation",4.02.15.002
112016029904,"fault; generic, steep dip; approximate; attitude not applicable; fourth generation",4.02.15.002
112016029910,"fault; generic, steep dip; approximate; attitude not applicable; primary generation",4.02.15.002
112016029920,"fault; generic, steep dip; approximate; attitude not applicable; multi-generation generation",4.02.15.002
112016029966,"fault; generic, steep dip; approximate; attitude not applicable; not entered generation",4.02.15.002
112016029988,"fault; generic, steep dip; approximate; attitude not applicable; undefined generation",4.02.15.002
112016036601,"fault; generic, steep dip; inferred; attitude not entered; first generation",4.02.15.003
112016036602,"fault; generic, steep dip; inferred; attitude not entered; second generation",4.02.15.003
112016036603,"fault; generic, steep dip; inferred; attitude not entered; third generation",4.02.15.003
112016036604,"fault; generic, steep dip; inferred; attitude not entered; fourth generation",4.02.15.003
112016036610,"fault; generic, steep dip; inferred; attitude not entered; primary generation",4.02.15.003
112016036620,"fault; generic, steep dip; inferred; attitude not entered; multi-generation generation",4.02.15.003
112016036666,"fault; generic, steep dip; inferred; attitude not entered; not entered generation",4.02.15.003
112016036688,"fault; generic, steep dip; inferred; attitude not entered; undefined generation",4.02.15.003
112016037701,"fault; generic, steep dip; inferred; attitude unknown; first generation",4.02.15.003
112016037702,"fault; generic, steep dip; inferred; attitude unknown; second generation",4.02.15.003
112016037703,"fault; generic, steep dip; inferred; attitude unknown; third generation",4.02.15.003
112016037704,"fault; generic, steep dip; inferred; attitude unknown; fourth generation",4.02.15.003
112016037710,"fault; generic, steep dip; inferred; attitude unknown; primary generation",4.02.15.003
112016037720,"fault; generic, steep dip; inferred; attitude unknown; multi-generation generation",4.02.15.003
112016037766,"fault; generic, steep dip; inferred; attitude unknown; not entered generation",4.02.15.003
112016037788,"fault; generic, steep dip; inferred; attitude unknown; undefined generation",4.02.15.003
112016039901,"fault; generic, steep dip; inferred; attitude not applicable; first generation",4.02.15.003
112016039902,"fault; generic, steep dip; inferred; attitude not applicable; second generation",4.02.15.003
112016039903,"fault; generic, steep dip; inferred; attitude not applicable; third generation",4.02.15.003
112016039904,"fault; generic, steep dip; inferred; attitude not applicable; fourth generation",4.02.15.003
112016039910,"fault; generic, steep dip; inferred; attitude not applicable; primary generation",4.02.15.003
112016039920,"fault; generic, steep dip; inferred; attitude not applicable; multi-generation generation",4.02.15.003
112016039966,"fault; generic, steep dip; inferred; attitude not applicable; not entered generation",4.02.15.003
112016039988,"fault; generic, steep dip; inferred; attitude not applicable; undefined generation",4.02.15.003
112016046601,"fault; generic, steep dip; concealed; attitude not entered; first generation",4.02.15.004
112016046602,"fault; generic, steep dip; concealed; attitude not entered; second generation",4.02.15.004
112016046603,"fault; generic, steep dip; concealed; attitude not entered; third generation",4.02.15.004
112016046604,"fault; generic, steep dip; concealed; attitude not entered; fourth generation",4.02.15.004
112016046610,"fault; generic, steep dip; concealed; attitude not entered; primary generation",4.02.15.004
112016046620,"fault; generic, steep dip; concealed; attitude not entered; multi-generation generation",4.02.15.004
112016046666,"fault; generic, steep dip; concealed; attitude not entered; not entered generation",4.02.15.004
112016046688,"fault; generic, steep dip; concealed; attitude not entered; undefined generation",4.02.15.004
112016047701,"fault; generic, steep dip; concealed; attitude unknown; first generation",4.02.15.005
112016047702,"fault; generic, steep dip; concealed; attitude unknown; second generation",4.02.15.006
112016047703,"fault; generic, steep dip; concealed; attitude unknown; third generation",4.02.15.007
112016047704,"fault; generic, steep dip; concealed; attitude unknown; fourth generation",4.02.15.008
112016047710,"fault; generic, steep dip; concealed; attitude unknown; primary generation",4.02.15.009
112016047720,"fault; generic, steep dip; concealed; attitude unknown; multi-generation generation",4.02.15.010
112016047766,"fault; generic, steep dip; concealed; attitude unknown; not entered generation",4.02.15.011
112016047788,"fault; generic, steep dip; concealed; attitude unknown; undefined generation",4.02.15.012
112016049901,"fault; generic, steep dip; concealed; attitude not applicable; first generation",4.02.15.004
112016049902,"fault; generic, steep dip; concealed; attitude not applicable; second generation",4.02.15.004
112016049903,"fault; generic, steep dip; concealed; attitude not applicable; third generation",4.02.15.004
112016049904,"fault; generic, steep dip; concealed; attitude not applicable; fourth generation",4.02.15.004
112016049910,"fault; generic, steep dip; concealed; attitude not applicable; primary generation",4.02.15.004
112016049920,"fault; generic, steep dip; concealed; attitude not applicable; multi-generation generation",4.02.15.004
112016049966,"fault; generic, steep dip; concealed; attitude not applicable; not entered generation",4.02.15.004
112016049988,"fault; generic, steep dip; concealed; attitude not applicable; undefined generation",4.02.15.004
112017016601,fault; tear; defined; attitude not entered; first generation,4.01.01.001
112017016602,fault; tear; defined; attitude not entered; second generation,4.01.01.001
112017016603,fault; tear; defined; attitude not entered; third generation,4.01.01.001
112017016604,fault; tear; defined; attitude not entered; fourth generation,4.01.01.001
112017016610,fault; tear; defined; attitude not entered; primary generation,4.01.01.001
112017016620,fault; tear; defined; attitude not entered; multi-generation generation,4.01.01.001
112017016666,fault; tear; defined; attitude not entered; not entered generation,4.01.01.001
112017016688,fault; tear; defined; attitude not entered; undefined generation,4.01.01.001
112017017701,fault; tear; defined; attitude unknown; first generation,4.01.01.001
112017017702,fault; tear; defined; attitude unknown; second generation,4.01.01.001
112017017703,fault; tear; defined; attitude unknown; third generation,4.01.01.001
112017017704,fault; tear; defined; attitude unknown; fourth generation,4.01.01.001
112017017710,fault; tear; defined; attitude unknown; primary generation,4.01.01.001
112017017720,fault; tear; defined; attitude unknown; multi-generation generation,4.01.01.001
112017017766,fault; tear; defined; attitude unknown; not entered generation,4.01.01.001
112017017788,fault; tear; defined; attitude unknown; undefined generation,4.01.01.001
112017019901,fault; tear; defined; attitude not applicable; first generation,4.01.01.001
112017019902,fault; tear; defined; attitude not applicable; second generation,4.01.01.001
112017019903,fault; tear; defined; attitude not applicable; third generation,4.01.01.001
112017019904,fault; tear; defined; attitude not applicable; fourth generation,4.01.01.001
112017019910,fault; tear; defined; attitude not applicable; primary generation,4.01.01.001
112017019920,fault; tear; defined; attitude not applicable; multi-generation generation,4.01.01.001
112017019966,fault; tear; defined; attitude not applicable; not entered generation,4.01.01.001
112017019988,fault; tear; defined; attitude not applicable; undefined generation,4.01.01.001
112017026601,fault; tear; approximate; attitude not entered; first generation,4.01.01.001
112017026602,fault; tear; approximate; attitude not entered; second generation,4.01.01.001
112017026603,fault; tear; approximate; attitude not entered; third generation,4.01.01.001
112017026604,fault; tear; approximate; attitude not entered; fourth generation,4.01.01.001
112017026610,fault; tear; approximate; attitude not entered; primary generation,4.01.01.001
112017026620,fault; tear; approximate; attitude not entered; multi-generation generation,4.01.01.001
112017026666,fault; tear; approximate; attitude not entered; not entered generation,4.01.01.001
112017026688,fault; tear; approximate; attitude not entered; undefined generation,4.01.01.001
112017027701,fault; tear; approximate; attitude unknown; first generation,4.01.01.001
112017027702,fault; tear; approximate; attitude unknown; second generation,4.01.01.001
112017027703,fault; tear; approximate; attitude unknown; third generation,4.01.01.001
112017027704,fault; tear; approximate; attitude unknown; fourth generation,4.01.01.001
112017027710,fault; tear; approximate; attitude unknown; primary generation,4.01.01.001
112017027720,fault; tear; approximate; attitude unknown; multi-generation generation,4.01.01.001
112017027766,fault; tear; approximate; attitude unknown; not entered generation,4.01.01.001
112017027788,fault; tear; approximate; attitude unknown; undefined generation,4.01.01.001
112017029901,fault; tear; approximate; attitude not applicable; first generation,4.01.01.001
112017029902,fault; tear; approximate; attitude not applicable; second generation,4.01.01.001
112017029903,fault; tear; approximate; attitude not applicable; third generation,4.01.01.001
112017029904,fault; tear; approximate; attitude not applicable; fourth generation,4.01.01.001
112017029910,fault; tear; approximate; attitude not applicable; primary generation,4.01.01.001
112017029920,fault; tear; approximate; attitude not applicable; multi-generation generation,4.01.01.001
112017029966,fault; tear; approximate; attitude not applicable; not entered generation,4.01.01.001
112017029988,fault; tear; approximate; attitude not applicable; undefined generation,4.01.01.001
112017036601,fault; tear; inferred; attitude not entered; first generation,4.01.01.001
112017036602,fault; tear; inferred; attitude not entered; second generation,4.01.01.001
112017036603,fault; tear; inferred; attitude not entered; third generation,4.01.01.001
112017036604,fault; tear; inferred; attitude not entered; fourth generation,4.01.01.001
112017036610,fault; tear; inferred; attitude not entered; primary generation,4.01.01.001
112017036620,fault; tear; inferred; attitude not entered; multi-generation generation,4.01.01.001
112017036666,fault; tear; inferred; attitude not entered; not entered generation,4.01.01.001
112017036688,fault; tear; inferred; attitude not entered; undefined generation,4.01.01.001
112017037701,fault; tear; inferred; attitude unknown; first generation,4.01.01.001
112017037702,fault; tear; inferred; attitude unknown; second generation,4.01.01.001
112017037703,fault; tear; inferred; attitude unknown; third generation,4.01.01.001
112017037704,fault; tear; inferred; attitude unknown; fourth generation,4.01.01.001
112017037710,fault; tear; inferred; attitude unknown; primary generation,4.01.01.001
112017037720,fault; tear; inferred; attitude unknown; multi-generation generation,4.01.01.001
112017037766,fault; tear; inferred; attitude unknown; not entered generation,4.01.01.001
112017037788,fault; tear; inferred; attitude unknown; undefined generation,4.01.01.001
112017039901,fault; tear; inferred; attitude not applicable; first generation,4.01.01.001
112017039902,fault; tear; inferred; attitude not applicable; second generation,4.01.01.001
112017039903,fault; tear; inferred; attitude not applicable; third generation,4.01.01.001
112017039904,fault; tear; inferred; attitude not applicable; fourth generation,4.01.01.001
112017039910,fault; tear; inferred; attitude not applicable; primary generation,4.01.01.001
112017039920,fault; tear; inferred; attitude not applicable; multi-generation generation,4.01.01.001
112017039966,fault; tear; inferred; attitude not applicable; not entered generation,4.01.01.001
112017039988,fault; tear; inferred; attitude not applicable; undefined generation,4.01.01.001
112017046601,fault; tear; concealed; attitude not entered; first generation,4.01.01.001
112017046602,fault; tear; concealed; attitude not entered; second generation,4.01.01.001
112017046603,fault; tear; concealed; attitude not entered; third generation,4.01.01.001
112017046604,fault; tear; concealed; attitude not entered; fourth generation,4.01.01.001
112017046610,fault; tear; concealed; attitude not entered; primary generation,4.01.01.001
112017046620,fault; tear; concealed; attitude not entered; multi-generation generation,4.01.01.001
112017046666,fault; tear; concealed; attitude not entered; not entered generation,4.01.01.001
112017046688,fault; tear; concealed; attitude not entered; undefined generation,4.01.01.001
112017047701,fault; tear; concealed; attitude unknown; first generation,4.01.01.001
112017047702,fault; tear; concealed; attitude unknown; second generation,4.01.01.001
112017047703,fault; tear; concealed; attitude unknown; third generation,4.01.01.001
112017047704,fault; tear; concealed; attitude unknown; fourth generation,4.01.01.001
112017047710,fault; tear; concealed; attitude unknown; primary generation,4.01.01.001
112017047720,fault; tear; concealed; attitude unknown; multi-generation generation,4.01.01.001
112017047766,fault; tear; concealed; attitude unknown; not entered generation,4.01.01.001
112017047788,fault; tear; concealed; attitude unknown; undefined generation,4.01.01.001
112017049901,fault; tear; concealed; attitude not applicable; first generation,4.01.01.001
112017049902,fault; tear; concealed; attitude not applicable; second generation,4.01.01.001
112017049903,fault; tear; concealed; attitude not applicable; third generation,4.01.01.001
112017049904,fault; tear; concealed; attitude not applicable; fourth generation,4.01.01.001
112017049910,fault; tear; concealed; attitude not applicable; primary generation,4.01.01.001
112017049920,fault; tear; concealed; attitude not applicable; multi-generation generation,4.01.01.001
112017049966,fault; tear; concealed; attitude not applicable; not entered generation,4.01.01.001
112017049988,fault; tear; concealed; attitude not applicable; undefined generation,4.01.01.001
112018016601,fault; motion undefined; defined; attitude not entered; first generation,4.02.15.001
112018016602,fault; motion undefined; defined; attitude not entered; second generation,4.02.15.001
112018016603,fault; motion undefined; defined; attitude not entered; third generation,4.02.15.001
112018016604,fault; motion undefined; defined; attitude not entered; fourth generation,4.02.15.001
112018016610,fault; motion undefined; defined; attitude not entered; primary generation,4.02.15.001
112018016620,fault; motion undefined; defined; attitude not entered; multi-generation generation,4.02.15.001
112018016666,fault; motion undefined; defined; attitude not entered; not entered generation,4.02.15.001
112018016688,fault; motion undefined; defined; attitude not entered; undefined generation,4.02.15.001
112018017701,fault; motion undefined; defined; attitude unknown; first generation,4.02.15.001
112018017702,fault; motion undefined; defined; attitude unknown; second generation,4.02.15.001
112018017703,fault; motion undefined; defined; attitude unknown; third generation,4.02.15.001
112018017704,fault; motion undefined; defined; attitude unknown; fourth generation,4.02.15.001
112018017710,fault; motion undefined; defined; attitude unknown; primary generation,4.02.15.001
112018017720,fault; motion undefined; defined; attitude unknown; multi-generation generation,4.02.15.001
112018017766,fault; motion undefined; defined; attitude unknown; not entered generation,4.02.15.001
112018017788,fault; motion undefined; defined; attitude unknown; undefined generation,4.02.15.001
112018019901,fault; motion undefined; defined; attitude not applicable; first generation,4.02.15.001
112018019902,fault; motion undefined; defined; attitude not applicable; second generation,4.02.15.001
112018019903,fault; motion undefined; defined; attitude not applicable; third generation,4.02.15.001
112018019904,fault; motion undefined; defined; attitude not applicable; fourth generation,4.02.15.001
112018019910,fault; motion undefined; defined; attitude not applicable; primary generation,4.02.15.001
112018019920,fault; motion undefined; defined; attitude not applicable; multi-generation generation,4.02.15.001
112018019966,fault; motion undefined; defined; attitude not applicable; not entered generation,4.02.15.001
112018019988,fault; motion undefined; defined; attitude not applicable; undefined generation,4.02.15.001
112018026601,fault; motion undefined; approximate; attitude not entered; first generation,4.02.15.002
112018026602,fault; motion undefined; approximate; attitude not entered; second generation,4.02.15.002
112018026603,fault; motion undefined; approximate; attitude not entered; third generation,4.02.15.002
112018026604,fault; motion undefined; approximate; attitude not entered; fourth generation,4.02.15.002
112018026610,fault; motion undefined; approximate; attitude not entered; primary generation,4.02.15.002
112018026620,fault; motion undefined; approximate; attitude not entered; multi-generation generation,4.02.15.002
112018026666,fault; motion undefined; approximate; attitude not entered; not entered generation,4.02.15.002
112018026688,fault; motion undefined; approximate; attitude not entered; undefined generation,4.02.15.002
112018027701,fault; motion undefined; approximate; attitude unknown; first generation,4.02.15.002
112018027702,fault; motion undefined; approximate; attitude unknown; second generation,4.02.15.002
112018027703,fault; motion undefined; approximate; attitude unknown; third generation,4.02.15.002
112018027704,fault; motion undefined; approximate; attitude unknown; fourth generation,4.02.15.002
112018027710,fault; motion undefined; approximate; attitude unknown; primary generation,4.02.15.002
112018027720,fault; motion undefined; approximate; attitude unknown; multi-generation generation,4.02.15.002
112018027766,fault; motion undefined; approximate; attitude unknown; not entered generation,4.02.15.002
112018027788,fault; motion undefined; approximate; attitude unknown; undefined generation,4.02.15.002
112018029901,fault; motion undefined; approximate; attitude not applicable; first generation,4.02.15.002
112018029902,fault; motion undefined; approximate; attitude not applicable; second generation,4.02.15.002
112018029903,fault; motion undefined; approximate; attitude not applicable; third generation,4.02.15.002
112018029904,fault; motion undefined; approximate; attitude not applicable; fourth generation,4.02.15.002
112018029910,fault; motion undefined; approximate; attitude not applicable; primary generation,4.02.15.002
112018029920,fault; motion undefined; approximate; attitude not applicable; multi-generation generation,4.02.15.002
112018029966,fault; motion undefined; approximate; attitude not applicable; not entered generation,4.02.15.002
112018029988,fault; motion undefined; approximate; attitude not applicable; undefined generation,4.02.15.002
112018036601,fault; motion undefined; inferred; attitude not entered; first generation,4.02.15.003
112018036602,fault; motion undefined; inferred; attitude not entered; second generation,4.02.15.003
112018036603,fault; motion undefined; inferred; attitude not entered; third generation,4.02.15.003
112018036604,fault; motion undefined; inferred; attitude not entered; fourth generation,4.02.15.003
112018036610,fault; motion undefined; inferred; attitude not entered; primary generation,4.02.15.003
112018036620,fault; motion undefined; inferred; attitude not entered; multi-generation generation,4.02.15.003
112018036666,fault; motion undefined; inferred; attitude not entered; not entered generation,4.02.15.003
112018036688,fault; motion undefined; inferred; attitude not entered; undefined generation,4.02.15.003
112018037701,fault; motion undefined; inferred; attitude unknown; first generation,4.02.15.003
112018037702,fault; motion undefined; inferred; attitude unknown; second generation,4.02.15.003
112018037703,fault; motion undefined; inferred; attitude unknown; third generation,4.02.15.003
112018037704,fault; motion undefined; inferred; attitude unknown; fourth generation,4.02.15.003
112018037710,fault; motion undefined; inferred; attitude unknown; primary generation,4.02.15.003
112018037720,fault; motion undefined; inferred; attitude unknown; multi-generation generation,4.02.15.003
112018037766,fault; motion undefined; inferred; attitude unknown; not entered generation,4.02.15.003
112018037788,fault; motion undefined; inferred; attitude unknown; undefined generation,4.02.15.003
112018039901,fault; motion undefined; inferred; attitude not applicable; first generation,4.02.15.003
112018039902,fault; motion undefined; inferred; attitude not applicable; second generation,4.02.15.003
112018039903,fault; motion undefined; inferred; attitude not applicable; third generation,4.02.15.003
112018039904,fault; motion undefined; inferred; attitude not applicable; fourth generation,4.02.15.003
112018039910,fault; motion undefined; inferred; attitude not applicable; primary generation,4.02.15.003
112018039920,fault; motion undefined; inferred; attitude not applicable; multi-generation generation,4.02.15.003
112018039966,fault; motion undefined; inferred; attitude not applicable; not entered generation,4.02.15.003
112018039988,fault; motion undefined; inferred; attitude not applicable; undefined generation,4.02.15.003
112018046601,fault; motion undefined; concealed; attitude not entered; first generation,4.02.15.004
112018046602,fault; motion undefined; concealed; attitude not entered; second generation,4.02.15.004
112018046603,fault; motion undefined; concealed; attitude not entered; third generation,4.02.15.004
112018046604,fault; motion undefined; concealed; attitude not entered; fourth generation,4.02.15.004
112018046610,fault; motion undefined; concealed; attitude not entered; primary generation,4.02.15.004
112018046620,fault; motion undefined; concealed; attitude not entered; multi-generation generation,4.02.15.004
112018046666,fault; motion undefined; concealed; attitude not entered; not entered generation,4.02.15.004
112018046688,fault; motion undefined; concealed; attitude not entered; undefined generation,4.02.15.004
112018047701,fault; motion undefined; concealed; attitude unknown; first generation,4.02.15.004
112018047702,fault; motion undefined; concealed; attitude unknown; second generation,4.02.15.004
112018047703,fault; motion undefined; concealed; attitude unknown; third generation,4.02.15.004
112018047704,fault; motion undefined; concealed; attitude unknown; fourth generation,4.02.15.004
112018047710,fault; motion undefined; concealed; attitude unknown; primary generation,4.02.15.004
112018047720,fault; motion undefined; concealed; attitude unknown; multi-generation generation,4.02.15.004
112018047766,fault; motion undefined; concealed; attitude unknown; not entered generation,4.02.15.004
112018047788,fault; motion undefined; concealed; attitude unknown; undefined generation,4.02.15.004
112018049901,fault; motion undefined; concealed; attitude not applicable; first generation,4.02.15.004
112018049902,fault; motion undefined; concealed; attitude not applicable; second generation,4.02.15.004
112018049903,fault; motion undefined; concealed; attitude not applicable; third generation,4.02.15.004
112018049904,fault; motion undefined; concealed; attitude not applicable; fourth generation,4.02.15.004
112018049910,fault; motion undefined; concealed; attitude not applicable; primary generation,4.02.15.004
112018049920,fault; motion undefined; concealed; attitude not applicable; multi-generation generation,4.02.15.004
112018049966,fault; motion undefined; concealed; attitude not applicable; not entered generation,4.02.15.004
112018049988,fault; motion undefined; concealed; attitude not applicable; undefined generation,4.02.15.004
112019010101,"fault; detachment, extensional; defined; attitude upright; first generation",4.02.11.001
112019010102,"fault; detachment, extensional; defined; attitude upright; second generation",4.02.11.001
112019010103,"fault; detachment, extensional; defined; attitude upright; third generation",4.02.11.001
112019010104,"fault; detachment, extensional; defined; attitude upright; fourth generation",4.02.11.001
112019010110,"fault; detachment, extensional; defined; attitude upright; primary generation",4.02.11.001
112019010120,"fault; detachment, extensional; defined; attitude upright; multi-generation generation",4.02.11.001
112019010166,"fault; detachment, extensional; defined; attitude upright; not entered generation",4.02.11.001
112019010188,"fault; detachment, extensional; defined; attitude upright; undefined generation",4.02.11.001
112019010201,"fault; detachment, extensional; defined; attitude overturned; first generation",4.02.11.001
112019010202,"fault; detachment, extensional; defined; attitude overturned; second generation",4.02.11.001
112019010203,"fault; detachment, extensional; defined; attitude overturned; third generation",4.02.11.001
112019010204,"fault; detachment, extensional; defined; attitude overturned; fourth generation",4.02.11.001
112019010210,"fault; detachment, extensional; defined; attitude overturned; primary generation",4.02.11.001
112019010220,"fault; detachment, extensional; defined; attitude overturned; multi-generation generation",4.02.11.001
