GEOLINEID,Legend_Description,GSC_SYMBOL
143022020201,"fold; anticline, contraclinic; approximate; attitude overturned; first generation",4.04.30.002
143022020202,"fold; anticline, contraclinic; approximate; attitude overturned; second generation",4.04.30.002
143022020203,"fold; anticline, contraclinic; approximate; attitude overturned; third generation",4.04.30.002
143022020204,"fold; anticline, contraclinic; approximate; attitude overturned; fourth generation",4.04.30.002
143022020210,"fold; anticline, contraclinic; approximate; attitude overturned; primary generation",4.04.30.002
143022020220,"fold; anticline, contraclinic; approximate; attitude overturned; multi-generation generation",4.04.30.002
143022020266,"fold; anticline, contraclinic; approximate; attitude overturned; not entered generation",4.04.30.002
143022020288,"fold; anticline, contraclinic; approximate; attitude overturned; undefined generation",4.04.30.002
143022026601,"fold; anticline, contraclinic; approximate; attitude not entered; first generation",4.04.30.002
143022026602,"fold; anticline, contraclinic; approximate; attitude not entered; second generation",4.04.30.002
143022026603,"fold; anticline, contraclinic; approximate; attitude not entered; third generation",4.04.30.002
143022026604,"fold; anticline, contraclinic; approximate; attitude not entered; fourth generation",4.04.30.002
143022026610,"fold; anticline, contraclinic; approximate; attitude not entered; primary generation",4.04.30.002
143022026620,"fold; anticline, contraclinic; approximate; attitude not entered; multi-generation generation",4.04.30.002
143022026666,"fold; anticline, contraclinic; approximate; attitude not entered; not entered generation",4.04.30.002
143022026688,"fold; anticline, contraclinic; approximate; attitude not entered; undefined generation",4.04.30.002
143022027701,"fold; anticline, contraclinic; approximate; attitude unknown; first generation",4.04.30.002
143022027702,"fold; anticline, contraclinic; approximate; attitude unknown; second generation",4.04.30.002
143022027703,"fold; anticline, contraclinic; approximate; attitude unknown; third generation",4.04.30.002
143022027704,"fold; anticline, contraclinic; approximate; attitude unknown; fourth generation",4.04.30.002
143022027710,"fold; anticline, contraclinic; approximate; attitude unknown; primary generation",4.04.30.002
143022027720,"fold; anticline, contraclinic; approximate; attitude unknown; multi-generation generation",4.04.30.002
143022027766,"fold; anticline, contraclinic; approximate; attitude unknown; not entered generation",4.04.30.002
143022027788,"fold; anticline, contraclinic; approximate; attitude unknown; undefined generation",4.04.30.002
143022030201,"fold; anticline, contraclinic; inferred; attitude overturned; first generation",4.04.30.003
143022030202,"fold; anticline, contraclinic; inferred; attitude overturned; second generation",4.04.30.003
143022030203,"fold; anticline, contraclinic; inferred; attitude overturned; third generation",4.04.30.003
143022030204,"fold; anticline, contraclinic; inferred; attitude overturned; fourth generation",4.04.30.003
143022030210,"fold; anticline, contraclinic; inferred; attitude overturned; primary generation",4.04.30.003
143022030220,"fold; anticline, contraclinic; inferred; attitude overturned; multi-generation generation",4.04.30.003
143022030266,"fold; anticline, contraclinic; inferred; attitude overturned; not entered generation",4.04.30.003
143022030288,"fold; anticline, contraclinic; inferred; attitude overturned; undefined generation",4.04.30.003
143022036601,"fold; anticline, contraclinic; inferred; attitude not entered; first generation",4.04.30.003
143022036602,"fold; anticline, contraclinic; inferred; attitude not entered; second generation",4.04.30.003
143022036603,"fold; anticline, contraclinic; inferred; attitude not entered; third generation",4.04.30.003
143022036604,"fold; anticline, contraclinic; inferred; attitude not entered; fourth generation",4.04.30.003
143022036610,"fold; anticline, contraclinic; inferred; attitude not entered; primary generation",4.04.30.003
143022036620,"fold; anticline, contraclinic; inferred; attitude not entered; multi-generation generation",4.04.30.003
143022036666,"fold; anticline, contraclinic; inferred; attitude not entered; not entered generation",4.04.30.003
143022036688,"fold; anticline, contraclinic; inferred; attitude not entered; undefined generation",4.04.30.003
143022037701,"fold; anticline, contraclinic; inferred; attitude unknown; first generation",4.04.30.003
143022037702,"fold; anticline, contraclinic; inferred; attitude unknown; second generation",4.04.30.003
143022037703,"fold; anticline, contraclinic; inferred; attitude unknown; third generation",4.04.30.003
143022037704,"fold; anticline, contraclinic; inferred; attitude unknown; fourth generation",4.04.30.003
143022037710,"fold; anticline, contraclinic; inferred; attitude unknown; primary generation",4.04.30.003
143022037720,"fold; anticline, contraclinic; inferred; attitude unknown; multi-generation generation",4.04.30.003
143022037766,"fold; anticline, contraclinic; inferred; attitude unknown; not entered generation",4.04.30.003
143022037788,"fold; anticline, contraclinic; inferred; attitude unknown; undefined generation",4.04.30.003
143022040201,"fold; anticline, contraclinic; concealed; attitude overturned; first generation",4.04.30.004
143022040202,"fold; anticline, contraclinic; concealed; attitude overturned; second generation",4.04.30.004
143022040203,"fold; anticline, contraclinic; concealed; attitude overturned; third generation",4.04.30.004
143022040204,"fold; anticline, contraclinic; concealed; attitude overturned; fourth generation",4.04.30.004
143022040210,"fold; anticline, contraclinic; concealed; attitude overturned; primary generation",4.04.30.004
143022040220,"fold; anticline, contraclinic; concealed; attitude overturned; multi-generation generation",4.04.30.004
143022040266,"fold; anticline, contraclinic; concealed; attitude overturned; not entered generation",4.04.30.004
143022040288,"fold; anticline, contraclinic; concealed; attitude overturned; undefined generation",4.04.30.004
143022046601,"fold; anticline, contraclinic; concealed; attitude not entered; first generation",4.04.30.004
143022046602,"fold; anticline, contraclinic; concealed; attitude not entered; second generation",4.04.30.004
143022046603,"fold; anticline, contraclinic; concealed; attitude not entered; third generation",4.04.30.004
143022046604,"fold; anticline, contraclinic; concealed; attitude not entered; fourth generation",4.04.30.004
143022046610,"fold; anticline, contraclinic; concealed; attitude not entered; primary generation",4.04.30.004
143022046620,"fold; anticline, contraclinic; concealed; attitude not entered; multi-generation generation",4.04.30.004
143022046666,"fold; anticline, contraclinic; concealed; attitude not entered; not entered generation",4.04.30.004
143022046688,"fold; anticline, contraclinic; concealed; attitude not entered; undefined generation",4.04.30.004
143022047701,"fold; anticline, contraclinic; concealed; attitude unknown; first generation",4.04.30.004
143022047702,"fold; anticline, contraclinic; concealed; attitude unknown; second generation",4.04.30.004
143022047703,"fold; anticline, contraclinic; concealed; attitude unknown; third generation",4.04.30.004
143022047704,"fold; anticline, contraclinic; concealed; attitude unknown; fourth generation",4.04.30.004
143022047710,"fold; anticline, contraclinic; concealed; attitude unknown; primary generation",4.04.30.004
143022047720,"fold; anticline, contraclinic; concealed; attitude unknown; multi-generation generation",4.04.30.004
143022047766,"fold; anticline, contraclinic; concealed; attitude unknown; not entered generation",4.04.30.004
143022047788,"fold; anticline, contraclinic; concealed; attitude unknown; undefined generation",4.04.30.004
143023010201,"fold; syncline, contraclinic; defined; attitude overturned; first generation",4.04.32.001
143023010202,"fold; syncline, contraclinic; defined; attitude overturned; second generation",4.04.32.001
143023010203,"fold; syncline, contraclinic; defined; attitude overturned; third generation",4.04.32.001
143023010204,"fold; syncline, contraclinic; defined; attitude overturned; fourth generation",4.04.32.001
143023010210,"fold; syncline, contraclinic; defined; attitude overturned; primary generation",4.04.32.001
143023010220,"fold; syncline, contraclinic; defined; attitude overturned; multi-generation generation",4.04.32.001
143023010266,"fold; syncline, contraclinic; defined; attitude overturned; not entered generation",4.04.32.001
143023010288,"fold; syncline, contraclinic; defined; attitude overturned; undefined generation",4.04.32.001
143023016601,"fold; syncline, contraclinic; defined; attitude not entered; first generation",4.04.32.001
143023016602,"fold; syncline, contraclinic; defined; attitude not entered; second generation",4.04.32.001
143023016603,"fold; syncline, contraclinic; defined; attitude not entered; third generation",4.04.32.001
143023016604,"fold; syncline, contraclinic; defined; attitude not entered; fourth generation",4.04.32.001
143023016610,"fold; syncline, contraclinic; defined; attitude not entered; primary generation",4.04.32.001
143023016620,"fold; syncline, contraclinic; defined; attitude not entered; multi-generation generation",4.04.32.001
143023016666,"fold; syncline, contraclinic; defined; attitude not entered; not entered generation",4.04.32.001
143023016688,"fold; syncline, contraclinic; defined; attitude not entered; undefined generation",4.04.32.001
143023017701,"fold; syncline, contraclinic; defined; attitude unknown; first generation",4.04.32.001
143023017702,"fold; syncline, contraclinic; defined; attitude unknown; second generation",4.04.32.001
143023017703,"fold; syncline, contraclinic; defined; attitude unknown; third generation",4.04.32.001
143023017704,"fold; syncline, contraclinic; defined; attitude unknown; fourth generation",4.04.32.001
143023017710,"fold; syncline, contraclinic; defined; attitude unknown; primary generation",4.04.32.001
143023017720,"fold; syncline, contraclinic; defined; attitude unknown; multi-generation generation",4.04.32.001
143023017766,"fold; syncline, contraclinic; defined; attitude unknown; not entered generation",4.04.32.001
143023017788,"fold; syncline, contraclinic; defined; attitude unknown; undefined generation",4.04.32.001
143023020201,"fold; syncline, contraclinic; approximate; attitude overturned; first generation",4.04.32.002
143023020202,"fold; syncline, contraclinic; approximate; attitude overturned; second generation",4.04.32.002
143023020203,"fold; syncline, contraclinic; approximate; attitude overturned; third generation",4.04.32.002
143023020204,"fold; syncline, contraclinic; approximate; attitude overturned; fourth generation",4.04.32.002
143023020210,"fold; syncline, contraclinic; approximate; attitude overturned; primary generation",4.04.32.002
143023020220,"fold; syncline, contraclinic; approximate; attitude overturned; multi-generation generation",4.04.32.002
143023020266,"fold; syncline, contraclinic; approximate; attitude overturned; not entered generation",4.04.32.002
143023020288,"fold; syncline, contraclinic; approximate; attitude overturned; undefined generation",4.04.32.002
143023026601,"fold; syncline, contraclinic; approximate; attitude not entered; first generation",4.04.32.002
143023026602,"fold; syncline, contraclinic; approximate; attitude not entered; second generation",4.04.32.002
143023026603,"fold; syncline, contraclinic; approximate; attitude not entered; third generation",4.04.32.002
143023026604,"fold; syncline, contraclinic; approximate; attitude not entered; fourth generation",4.04.32.002
143023026610,"fold; syncline, contraclinic; approximate; attitude not entered; primary generation",4.04.32.002
143023026620,"fold; syncline, contraclinic; approximate; attitude not entered; multi-generation generation",4.04.32.002
143023026666,"fold; syncline, contraclinic; approximate; attitude not entered; not entered generation",4.04.32.002
143023026688,"fold; syncline, contraclinic; approximate; attitude not entered; undefined generation",4.04.32.002
143023027701,"fold; syncline, contraclinic; approximate; attitude unknown; first generation",4.04.32.002
143023027702,"fold; syncline, contraclinic; approximate; attitude unknown; second generation",4.04.32.002
143023027703,"fold; syncline, contraclinic; approximate; attitude unknown; third generation",4.04.32.002
143023027704,"fold; syncline, contraclinic; approximate; attitude unknown; fourth generation",4.04.32.002
143023027710,"fold; syncline, contraclinic; approximate; attitude unknown; primary generation",4.04.32.002
143023027720,"fold; syncline, contraclinic; approximate; attitude unknown; multi-generation generation",4.04.32.002
143023027766,"fold; syncline, contraclinic; approximate; attitude unknown; not entered generation",4.04.32.002
143023027788,"fold; syncline, contraclinic; approximate; attitude unknown; undefined generation",4.04.32.002
143023030201,"fold; syncline, contraclinic; inferred; attitude overturned; first generation",4.04.32.003
143023030202,"fold; syncline, contraclinic; inferred; attitude overturned; second generation",4.04.32.003
143023030203,"fold; syncline, contraclinic; inferred; attitude overturned; third generation",4.04.32.003
143023030204,"fold; syncline, contraclinic; inferred; attitude overturned; fourth generation",4.04.32.003
143023030210,"fold; syncline, contraclinic; inferred; attitude overturned; primary generation",4.04.32.003
143023030220,"fold; syncline, contraclinic; inferred; attitude overturned; multi-generation generation",4.04.32.003
143023030266,"fold; syncline, contraclinic; inferred; attitude overturned; not entered generation",4.04.32.003
143023030288,"fold; syncline, contraclinic; inferred; attitude overturned; undefined generation",4.04.32.003
143023036601,"fold; syncline, contraclinic; inferred; attitude not entered; first generation",4.04.32.003
143023036602,"fold; syncline, contraclinic; inferred; attitude not entered; second generation",4.04.32.003
143023036603,"fold; syncline, contraclinic; inferred; attitude not entered; third generation",4.04.32.003
143023036604,"fold; syncline, contraclinic; inferred; attitude not entered; fourth generation",4.04.32.003
143023036610,"fold; syncline, contraclinic; inferred; attitude not entered; primary generation",4.04.32.003
143023036620,"fold; syncline, contraclinic; inferred; attitude not entered; multi-generation generation",4.04.32.003
143023036666,"fold; syncline, contraclinic; inferred; attitude not entered; not entered generation",4.04.32.003
143023036688,"fold; syncline, contraclinic; inferred; attitude not entered; undefined generation",4.04.32.003
143023037701,"fold; syncline, contraclinic; inferred; attitude unknown; first generation",4.04.32.003
143023037702,"fold; syncline, contraclinic; inferred; attitude unknown; second generation",4.04.32.003
143023037703,"fold; syncline, contraclinic; inferred; attitude unknown; third generation",4.04.32.003
143023037704,"fold; syncline, contraclinic; inferred; attitude unknown; fourth generation",4.04.32.003
143023037710,"fold; syncline, contraclinic; inferred; attitude unknown; primary generation",4.04.32.003
143023037720,"fold; syncline, contraclinic; inferred; attitude unknown; multi-generation generation",4.04.32.003
143023037766,"fold; syncline, contraclinic; inferred; attitude unknown; not entered generation",4.04.32.003
143023037788,"fold; syncline, contraclinic; inferred; attitude unknown; undefined generation",4.04.32.003
143023040201,"fold; syncline, contraclinic; concealed; attitude overturned; first generation",4.04.32.004
143023040202,"fold; syncline, contraclinic; concealed; attitude overturned; second generation",4.04.32.004
143023040203,"fold; syncline, contraclinic; concealed; attitude overturned; third generation",4.04.32.004
143023040204,"fold; syncline, contraclinic; concealed; attitude overturned; fourth generation",4.04.32.004
143023040210,"fold; syncline, contraclinic; concealed; attitude overturned; primary generation",4.04.32.004
143023040220,"fold; syncline, contraclinic; concealed; attitude overturned; multi-generation generation",4.04.32.004
143023040266,"fold; syncline, contraclinic; concealed; attitude overturned; not entered generation",4.04.32.004
143023040288,"fold; syncline, contraclinic; concealed; attitude overturned; undefined generation",4.04.32.004
143023046601,"fold; syncline, contraclinic; concealed; attitude not entered; first generation",4.04.32.004
143023046602,"fold; syncline, contraclinic; concealed; attitude not entered; second generation",4.04.32.004
143023046603,"fold; syncline, contraclinic; concealed; attitude not entered; third generation",4.04.32.004
143023046604,"fold; syncline, contraclinic; concealed; attitude not entered; fourth generation",4.04.32.004
143023046610,"fold; syncline, contraclinic; concealed; attitude not entered; primary generation",4.04.32.004
143023046620,"fold; syncline, contraclinic; concealed; attitude not entered; multi-generation generation",4.04.32.004
143023046666,"fold; syncline, contraclinic; concealed; attitude not entered; not entered generation",4.04.32.004
143023046688,"fold; syncline, contraclinic; concealed; attitude not entered; undefined generation",4.04.32.004
143023047701,"fold; syncline, contraclinic; concealed; attitude unknown; first generation",4.04.32.004
143023047702,"fold; syncline, contraclinic; concealed; attitude unknown; second generation",4.04.32.004
143023047703,"fold; syncline, contraclinic; concealed; attitude unknown; third generation",4.04.32.004
143023047704,"fold; syncline, contraclinic; concealed; attitude unknown; fourth generation",4.04.32.004
143023047710,"fold; syncline, contraclinic; concealed; attitude unknown; primary generation",4.04.32.004
143023047720,"fold; syncline, contraclinic; concealed; attitude unknown; multi-generation generation",4.04.32.004
143023047766,"fold; syncline, contraclinic; concealed; attitude unknown; not entered generation",4.04.32.004
143023047788,"fold; syncline, contraclinic; concealed; attitude unknown; undefined generation",4.04.32.004
143024010101,"fold; anticline, homeoclinic, synformal; defined; attitude upright; first generation",2.01.01.001
143024010102,"fold; anticline, homeoclinic, synformal; defined; attitude upright; second generation",2.01.01.001
143024010103,"fold; anticline, homeoclinic, synformal; defined; attitude upright; third generation",2.01.01.001
143024010104,"fold; anticline, homeoclinic, synformal; defined; attitude upright; fourth generation",2.01.01.001
143024010110,"fold; anticline, homeoclinic, synformal; defined; attitude upright; primary generation",2.01.01.001
143024010120,"fold; anticline, homeoclinic, synformal; defined; attitude upright; multi-generation generation",2.01.01.001
143024010166,"fold; anticline, homeoclinic, synformal; defined; attitude upright; not entered generation",2.01.01.001
143024010188,"fold; anticline, homeoclinic, synformal; defined; attitude upright; undefined generation",2.01.01.001
143024010201,"fold; anticline, homeoclinic, synformal; defined; attitude overturned; first generation",2.01.01.001
143024010202,"fold; anticline, homeoclinic, synformal; defined; attitude overturned; second generation",2.01.01.001
143024010203,"fold; anticline, homeoclinic, synformal; defined; attitude overturned; third generation",2.01.01.001
143024010204,"fold; anticline, homeoclinic, synformal; defined; attitude overturned; fourth generation",2.01.01.001
143024010210,"fold; anticline, homeoclinic, synformal; defined; attitude overturned; primary generation",2.01.01.001
143024010220,"fold; anticline, homeoclinic, synformal; defined; attitude overturned; multi-generation generation",2.01.01.001
143024010266,"fold; anticline, homeoclinic, synformal; defined; attitude overturned; not entered generation",2.01.01.001
143024010288,"fold; anticline, homeoclinic, synformal; defined; attitude overturned; undefined generation",2.01.01.001
143024010301,"fold; anticline, homeoclinic, synformal; defined; attitude upright, assumed from archival data; first generation",2.01.01.001
143024010302,"fold; anticline, homeoclinic, synformal; defined; attitude upright, assumed from archival data; second generation",2.01.01.001
143024010303,"fold; anticline, homeoclinic, synformal; defined; attitude upright, assumed from archival data; third generation",2.01.01.001
143024010304,"fold; anticline, homeoclinic, synformal; defined; attitude upright, assumed from archival data; fourth generation",2.01.01.001
143024010310,"fold; anticline, homeoclinic, synformal; defined; attitude upright, assumed from archival data; primary generation",2.01.01.001
143024010320,"fold; anticline, homeoclinic, synformal; defined; attitude upright, assumed from archival data; multi-generation generation",2.01.01.001
143024010366,"fold; anticline, homeoclinic, synformal; defined; attitude upright, assumed from archival data; not entered generation",2.01.01.001
143024010388,"fold; anticline, homeoclinic, synformal; defined; attitude upright, assumed from archival data; undefined generation",2.01.01.001
143024016601,"fold; anticline, homeoclinic, synformal; defined; attitude not entered; first generation",2.01.01.001
143024016602,"fold; anticline, homeoclinic, synformal; defined; attitude not entered; second generation",2.01.01.001
143024016603,"fold; anticline, homeoclinic, synformal; defined; attitude not entered; third generation",2.01.01.001
143024016604,"fold; anticline, homeoclinic, synformal; defined; attitude not entered; fourth generation",2.01.01.001
143024016610,"fold; anticline, homeoclinic, synformal; defined; attitude not entered; primary generation",2.01.01.001
143024016620,"fold; anticline, homeoclinic, synformal; defined; attitude not entered; multi-generation generation",2.01.01.001
143024016666,"fold; anticline, homeoclinic, synformal; defined; attitude not entered; not entered generation",2.01.01.001
143024016688,"fold; anticline, homeoclinic, synformal; defined; attitude not entered; undefined generation",2.01.01.001
143024017701,"fold; anticline, homeoclinic, synformal; defined; attitude unknown; first generation",2.01.01.001
143024017702,"fold; anticline, homeoclinic, synformal; defined; attitude unknown; second generation",2.01.01.001
143024017703,"fold; anticline, homeoclinic, synformal; defined; attitude unknown; third generation",2.01.01.001
143024017704,"fold; anticline, homeoclinic, synformal; defined; attitude unknown; fourth generation",2.01.01.001
143024017710,"fold; anticline, homeoclinic, synformal; defined; attitude unknown; primary generation",2.01.01.001
143024017720,"fold; anticline, homeoclinic, synformal; defined; attitude unknown; multi-generation generation",2.01.01.001
143024017766,"fold; anticline, homeoclinic, synformal; defined; attitude unknown; not entered generation",2.01.01.001
143024017788,"fold; anticline, homeoclinic, synformal; defined; attitude unknown; undefined generation",2.01.01.001
143024020101,"fold; anticline, homeoclinic, synformal; approximate; attitude upright; first generation",2.01.01.001
143024020102,"fold; anticline, homeoclinic, synformal; approximate; attitude upright; second generation",2.01.01.001
143024020103,"fold; anticline, homeoclinic, synformal; approximate; attitude upright; third generation",2.01.01.001
143024020104,"fold; anticline, homeoclinic, synformal; approximate; attitude upright; fourth generation",2.01.01.001
143024020110,"fold; anticline, homeoclinic, synformal; approximate; attitude upright; primary generation",2.01.01.001
143024020120,"fold; anticline, homeoclinic, synformal; approximate; attitude upright; multi-generation generation",2.01.01.001
143024020166,"fold; anticline, homeoclinic, synformal; approximate; attitude upright; not entered generation",2.01.01.001
143024020188,"fold; anticline, homeoclinic, synformal; approximate; attitude upright; undefined generation",2.01.01.001
143024020201,"fold; anticline, homeoclinic, synformal; approximate; attitude overturned; first generation",2.01.01.001
143024020202,"fold; anticline, homeoclinic, synformal; approximate; attitude overturned; second generation",2.01.01.001
143024020203,"fold; anticline, homeoclinic, synformal; approximate; attitude overturned; third generation",2.01.01.001
143024020204,"fold; anticline, homeoclinic, synformal; approximate; attitude overturned; fourth generation",2.01.01.001
143024020210,"fold; anticline, homeoclinic, synformal; approximate; attitude overturned; primary generation",2.01.01.001
143024020220,"fold; anticline, homeoclinic, synformal; approximate; attitude overturned; multi-generation generation",2.01.01.001
143024020266,"fold; anticline, homeoclinic, synformal; approximate; attitude overturned; not entered generation",2.01.01.001
143024020288,"fold; anticline, homeoclinic, synformal; approximate; attitude overturned; undefined generation",2.01.01.001
143024020301,"fold; anticline, homeoclinic, synformal; approximate; attitude upright, assumed from archival data; first generation",2.01.01.001
143024020302,"fold; anticline, homeoclinic, synformal; approximate; attitude upright, assumed from archival data; second generation",2.01.01.001
143024020303,"fold; anticline, homeoclinic, synformal; approximate; attitude upright, assumed from archival data; third generation",2.01.01.001
143024020304,"fold; anticline, homeoclinic, synformal; approximate; attitude upright, assumed from archival data; fourth generation",2.01.01.001
143024020310,"fold; anticline, homeoclinic, synformal; approximate; attitude upright, assumed from archival data; primary generation",2.01.01.001
143024020320,"fold; anticline, homeoclinic, synformal; approximate; attitude upright, assumed from archival data; multi-generation generation",2.01.01.001
143024020366,"fold; anticline, homeoclinic, synformal; approximate; attitude upright, assumed from archival data; not entered generation",2.01.01.001
143024020388,"fold; anticline, homeoclinic, synformal; approximate; attitude upright, assumed from archival data; undefined generation",2.01.01.001
143024026601,"fold; anticline, homeoclinic, synformal; approximate; attitude not entered; first generation",2.01.01.001
143024026602,"fold; anticline, homeoclinic, synformal; approximate; attitude not entered; second generation",2.01.01.001
143024026603,"fold; anticline, homeoclinic, synformal; approximate; attitude not entered; third generation",2.01.01.001
143024026604,"fold; anticline, homeoclinic, synformal; approximate; attitude not entered; fourth generation",2.01.01.001
143024026610,"fold; anticline, homeoclinic, synformal; approximate; attitude not entered; primary generation",2.01.01.001
143024026620,"fold; anticline, homeoclinic, synformal; approximate; attitude not entered; multi-generation generation",2.01.01.001
143024026666,"fold; anticline, homeoclinic, synformal; approximate; attitude not entered; not entered generation",2.01.01.001
143024026688,"fold; anticline, homeoclinic, synformal; approximate; attitude not entered; undefined generation",2.01.01.001
143024027701,"fold; anticline, homeoclinic, synformal; approximate; attitude unknown; first generation",2.01.01.001
143024027702,"fold; anticline, homeoclinic, synformal; approximate; attitude unknown; second generation",2.01.01.001
143024027703,"fold; anticline, homeoclinic, synformal; approximate; attitude unknown; third generation",2.01.01.001
143024027704,"fold; anticline, homeoclinic, synformal; approximate; attitude unknown; fourth generation",2.01.01.001
143024027710,"fold; anticline, homeoclinic, synformal; approximate; attitude unknown; primary generation",2.01.01.001
143024027720,"fold; anticline, homeoclinic, synformal; approximate; attitude unknown; multi-generation generation",2.01.01.001
143024027766,"fold; anticline, homeoclinic, synformal; approximate; attitude unknown; not entered generation",2.01.01.001
143024027788,"fold; anticline, homeoclinic, synformal; approximate; attitude unknown; undefined generation",2.01.01.001
143024030101,"fold; anticline, homeoclinic, synformal; inferred; attitude upright; first generation",2.01.01.001
143024030102,"fold; anticline, homeoclinic, synformal; inferred; attitude upright; second generation",2.01.01.001
143024030103,"fold; anticline, homeoclinic, synformal; inferred; attitude upright; third generation",2.01.01.001
143024030104,"fold; anticline, homeoclinic, synformal; inferred; attitude upright; fourth generation",2.01.01.001
143024030110,"fold; anticline, homeoclinic, synformal; inferred; attitude upright; primary generation",2.01.01.001
143024030120,"fold; anticline, homeoclinic, synformal; inferred; attitude upright; multi-generation generation",2.01.01.001
143024030166,"fold; anticline, homeoclinic, synformal; inferred; attitude upright; not entered generation",2.01.01.001
143024030188,"fold; anticline, homeoclinic, synformal; inferred; attitude upright; undefined generation",2.01.01.001
143024030201,"fold; anticline, homeoclinic, synformal; inferred; attitude overturned; first generation",2.01.01.001
143024030202,"fold; anticline, homeoclinic, synformal; inferred; attitude overturned; second generation",2.01.01.001
143024030203,"fold; anticline, homeoclinic, synformal; inferred; attitude overturned; third generation",2.01.01.001
143024030204,"fold; anticline, homeoclinic, synformal; inferred; attitude overturned; fourth generation",2.01.01.001
143024030210,"fold; anticline, homeoclinic, synformal; inferred; attitude overturned; primary generation",2.01.01.001
143024030220,"fold; anticline, homeoclinic, synformal; inferred; attitude overturned; multi-generation generation",2.01.01.001
143024030266,"fold; anticline, homeoclinic, synformal; inferred; attitude overturned; not entered generation",2.01.01.001
143024030288,"fold; anticline, homeoclinic, synformal; inferred; attitude overturned; undefined generation",2.01.01.001
143024030301,"fold; anticline, homeoclinic, synformal; inferred; attitude upright, assumed from archival data; first generation",2.01.01.001
143024030302,"fold; anticline, homeoclinic, synformal; inferred; attitude upright, assumed from archival data; second generation",2.01.01.001
143024030303,"fold; anticline, homeoclinic, synformal; inferred; attitude upright, assumed from archival data; third generation",2.01.01.001
143024030304,"fold; anticline, homeoclinic, synformal; inferred; attitude upright, assumed from archival data; fourth generation",2.01.01.001
143024030310,"fold; anticline, homeoclinic, synformal; inferred; attitude upright, assumed from archival data; primary generation",2.01.01.001
143024030320,"fold; anticline, homeoclinic, synformal; inferred; attitude upright, assumed from archival data; multi-generation generation",2.01.01.001
143024030366,"fold; anticline, homeoclinic, synformal; inferred; attitude upright, assumed from archival data; not entered generation",2.01.01.001
143024030388,"fold; anticline, homeoclinic, synformal; inferred; attitude upright, assumed from archival data; undefined generation",2.01.01.001
143024036601,"fold; anticline, homeoclinic, synformal; inferred; attitude not entered; first generation",2.01.01.001
143024036602,"fold; anticline, homeoclinic, synformal; inferred; attitude not entered; second generation",2.01.01.001
143024036603,"fold; anticline, homeoclinic, synformal; inferred; attitude not entered; third generation",2.01.01.001
143024036604,"fold; anticline, homeoclinic, synformal; inferred; attitude not entered; fourth generation",2.01.01.001
143024036610,"fold; anticline, homeoclinic, synformal; inferred; attitude not entered; primary generation",2.01.01.001
143024036620,"fold; anticline, homeoclinic, synformal; inferred; attitude not entered; multi-generation generation",2.01.01.001
143024036666,"fold; anticline, homeoclinic, synformal; inferred; attitude not entered; not entered generation",2.01.01.001
143024036688,"fold; anticline, homeoclinic, synformal; inferred; attitude not entered; undefined generation",2.01.01.001
143024037701,"fold; anticline, homeoclinic, synformal; inferred; attitude unknown; first generation",2.01.01.001
143024037702,"fold; anticline, homeoclinic, synformal; inferred; attitude unknown; second generation",2.01.01.001
143024037703,"fold; anticline, homeoclinic, synformal; inferred; attitude unknown; third generation",2.01.01.001
143024037704,"fold; anticline, homeoclinic, synformal; inferred; attitude unknown; fourth generation",2.01.01.001
143024037710,"fold; anticline, homeoclinic, synformal; inferred; attitude unknown; primary generation",2.01.01.001
143024037720,"fold; anticline, homeoclinic, synformal; inferred; attitude unknown; multi-generation generation",2.01.01.001
143024037766,"fold; anticline, homeoclinic, synformal; inferred; attitude unknown; not entered generation",2.01.01.001
143024037788,"fold; anticline, homeoclinic, synformal; inferred; attitude unknown; undefined generation",2.01.01.001
143024040101,"fold; anticline, homeoclinic, synformal; concealed; attitude upright; first generation",2.01.01.001
143024040102,"fold; anticline, homeoclinic, synformal; concealed; attitude upright; second generation",2.01.01.001
143024040103,"fold; anticline, homeoclinic, synformal; concealed; attitude upright; third generation",2.01.01.001
143024040104,"fold; anticline, homeoclinic, synformal; concealed; attitude upright; fourth generation",2.01.01.001
143024040110,"fold; anticline, homeoclinic, synformal; concealed; attitude upright; primary generation",2.01.01.001
143024040120,"fold; anticline, homeoclinic, synformal; concealed; attitude upright; multi-generation generation",2.01.01.001
143024040166,"fold; anticline, homeoclinic, synformal; concealed; attitude upright; not entered generation",2.01.01.001
143024040188,"fold; anticline, homeoclinic, synformal; concealed; attitude upright; undefined generation",2.01.01.001
143024040201,"fold; anticline, homeoclinic, synformal; concealed; attitude overturned; first generation",2.01.01.001
143024040202,"fold; anticline, homeoclinic, synformal; concealed; attitude overturned; second generation",2.01.01.001
143024040203,"fold; anticline, homeoclinic, synformal; concealed; attitude overturned; third generation",2.01.01.001
143024040204,"fold; anticline, homeoclinic, synformal; concealed; attitude overturned; fourth generation",2.01.01.001
143024040210,"fold; anticline, homeoclinic, synformal; concealed; attitude overturned; primary generation",2.01.01.001
143024040220,"fold; anticline, homeoclinic, synformal; concealed; attitude overturned; multi-generation generation",2.01.01.001
143024040266,"fold; anticline, homeoclinic, synformal; concealed; attitude overturned; not entered generation",2.01.01.001
143024040288,"fold; anticline, homeoclinic, synformal; concealed; attitude overturned; undefined generation",2.01.01.001
