GEOPOINTID,Legend_Description,GSC_SYMBOL
1100501880303,"planar; flow layering; inclined, upright; undefined; known, stratigraphic order; estimated remotely",4.14.04.003
1100501880304,"planar; flow layering; inclined, upright; undefined; known, stratigraphic order; calculated from data",4.14.04.003
1100501880305,"planar; flow layering; inclined, upright; undefined; known, stratigraphic order; calculated from imagery",4.14.04.003
1100501880306,"planar; flow layering; inclined, upright; undefined; known, stratigraphic order; acquired from historical data",4.14.04.001
1100501880366,"planar; flow layering; inclined, upright; undefined; known, stratigraphic order; not entered",4.14.04.003
1100501880401,"planar; flow layering; inclined, upright; undefined; inferred, stratigraphic order; measured at station",4.14.04.001
1100501880402,"planar; flow layering; inclined, upright; undefined; inferred, stratigraphic order; estimated at station",4.14.04.003
1100501880403,"planar; flow layering; inclined, upright; undefined; inferred, stratigraphic order; estimated remotely",4.14.04.003
1100501880404,"planar; flow layering; inclined, upright; undefined; inferred, stratigraphic order; calculated from data",4.14.04.003
1100501880405,"planar; flow layering; inclined, upright; undefined; inferred, stratigraphic order; calculated from imagery",4.14.04.003
1100501880406,"planar; flow layering; inclined, upright; undefined; inferred, stratigraphic order; acquired from historical data",4.14.04.001
1100501880466,"planar; flow layering; inclined, upright; undefined; inferred, stratigraphic order; not entered",4.14.04.003
1100501880501,"planar; flow layering; inclined, upright; undefined; inferred, bedding-cleavage; measured at station",4.14.04.001
1100501880502,"planar; flow layering; inclined, upright; undefined; inferred, bedding-cleavage; estimated at station",4.14.04.003
1100501880503,"planar; flow layering; inclined, upright; undefined; inferred, bedding-cleavage; estimated remotely",4.14.04.003
1100501880504,"planar; flow layering; inclined, upright; undefined; inferred, bedding-cleavage; calculated from data",4.14.04.003
1100501880505,"planar; flow layering; inclined, upright; undefined; inferred, bedding-cleavage; calculated from imagery",4.14.04.003
1100501880506,"planar; flow layering; inclined, upright; undefined; inferred, bedding-cleavage; acquired from historical data",4.14.04.001
1100501880566,"planar; flow layering; inclined, upright; undefined; inferred, bedding-cleavage; not entered",4.14.04.003
1100501886601,"planar; flow layering; inclined, upright; undefined; not entered; measured at station",4.14.04.001
1100501886602,"planar; flow layering; inclined, upright; undefined; not entered; estimated at station",4.14.04.003
1100501886603,"planar; flow layering; inclined, upright; undefined; not entered; estimated remotely",4.14.04.003
1100501886604,"planar; flow layering; inclined, upright; undefined; not entered; calculated from data",4.14.04.003
1100501886605,"planar; flow layering; inclined, upright; undefined; not entered; calculated from imagery",4.14.04.003
1100501886606,"planar; flow layering; inclined, upright; undefined; not entered; acquired from historical data",4.14.04.001
1100501886666,"planar; flow layering; inclined, upright; undefined; not entered; not entered",4.14.04.003
1100502100101,"planar; flow layering; inclined, overturned < 180; primary; known, sedimentary structure; measured at station",4.14.04.005
1100502100102,"planar; flow layering; inclined, overturned < 180; primary; known, sedimentary structure; estimated at station",4.14.04.006
1100502100103,"planar; flow layering; inclined, overturned < 180; primary; known, sedimentary structure; estimated remotely",4.14.04.006
1100502100104,"planar; flow layering; inclined, overturned < 180; primary; known, sedimentary structure; calculated from data",4.14.04.006
1100502100105,"planar; flow layering; inclined, overturned < 180; primary; known, sedimentary structure; calculated from imagery",4.14.04.006
1100502100106,"planar; flow layering; inclined, overturned < 180; primary; known, sedimentary structure; acquired from historical data",4.14.04.005
1100502100166,"planar; flow layering; inclined, overturned < 180; primary; known, sedimentary structure; not entered",4.14.04.006
1100502100201,"planar; flow layering; inclined, overturned < 180; primary; known, igneous structure; measured at station",4.14.04.005
1100502100202,"planar; flow layering; inclined, overturned < 180; primary; known, igneous structure; estimated at station",4.14.04.006
1100502100203,"planar; flow layering; inclined, overturned < 180; primary; known, igneous structure; estimated remotely",4.14.04.006
1100502100204,"planar; flow layering; inclined, overturned < 180; primary; known, igneous structure; calculated from data",4.14.04.006
1100502100205,"planar; flow layering; inclined, overturned < 180; primary; known, igneous structure; calculated from imagery",4.14.04.006
1100502100206,"planar; flow layering; inclined, overturned < 180; primary; known, igneous structure; acquired from historical data",4.14.04.005
1100502100266,"planar; flow layering; inclined, overturned < 180; primary; known, igneous structure; not entered",4.14.04.006
1100502100301,"planar; flow layering; inclined, overturned < 180; primary; known, stratigraphic order; measured at station",4.14.04.005
1100502100302,"planar; flow layering; inclined, overturned < 180; primary; known, stratigraphic order; estimated at station",4.14.04.006
1100502100303,"planar; flow layering; inclined, overturned < 180; primary; known, stratigraphic order; estimated remotely",4.14.04.006
1100502100304,"planar; flow layering; inclined, overturned < 180; primary; known, stratigraphic order; calculated from data",4.14.04.006
1100502100305,"planar; flow layering; inclined, overturned < 180; primary; known, stratigraphic order; calculated from imagery",4.14.04.006
1100502100306,"planar; flow layering; inclined, overturned < 180; primary; known, stratigraphic order; acquired from historical data",4.14.04.005
1100502100366,"planar; flow layering; inclined, overturned < 180; primary; known, stratigraphic order; not entered",4.14.04.006
1100502100401,"planar; flow layering; inclined, overturned < 180; primary; inferred, stratigraphic order; measured at station",4.14.04.005
1100502100402,"planar; flow layering; inclined, overturned < 180; primary; inferred, stratigraphic order; estimated at station",4.14.04.006
1100502100403,"planar; flow layering; inclined, overturned < 180; primary; inferred, stratigraphic order; estimated remotely",4.14.04.006
1100502100404,"planar; flow layering; inclined, overturned < 180; primary; inferred, stratigraphic order; calculated from data",4.14.04.006
1100502100405,"planar; flow layering; inclined, overturned < 180; primary; inferred, stratigraphic order; calculated from imagery",4.14.04.006
1100502100406,"planar; flow layering; inclined, overturned < 180; primary; inferred, stratigraphic order; acquired from historical data",4.14.04.005
1100502100466,"planar; flow layering; inclined, overturned < 180; primary; inferred, stratigraphic order; not entered",4.14.04.006
1100502100501,"planar; flow layering; inclined, overturned < 180; primary; inferred, bedding-cleavage; measured at station",4.14.04.005
1100502100502,"planar; flow layering; inclined, overturned < 180; primary; inferred, bedding-cleavage; estimated at station",4.14.04.006
1100502100503,"planar; flow layering; inclined, overturned < 180; primary; inferred, bedding-cleavage; estimated remotely",4.14.04.006
1100502100504,"planar; flow layering; inclined, overturned < 180; primary; inferred, bedding-cleavage; calculated from data",4.14.04.006
1100502100505,"planar; flow layering; inclined, overturned < 180; primary; inferred, bedding-cleavage; calculated from imagery",4.14.04.006
1100502100506,"planar; flow layering; inclined, overturned < 180; primary; inferred, bedding-cleavage; acquired from historical data",4.14.04.005
1100502100566,"planar; flow layering; inclined, overturned < 180; primary; inferred, bedding-cleavage; not entered",4.14.04.006
1100502106601,"planar; flow layering; inclined, overturned < 180; primary; not entered; measured at station",4.14.04.005
1100502106602,"planar; flow layering; inclined, overturned < 180; primary; not entered; estimated at station",4.14.04.006
1100502106603,"planar; flow layering; inclined, overturned < 180; primary; not entered; estimated remotely",4.14.04.006
1100502106604,"planar; flow layering; inclined, overturned < 180; primary; not entered; calculated from data",4.14.04.006
1100502106605,"planar; flow layering; inclined, overturned < 180; primary; not entered; calculated from imagery",4.14.04.006
1100502106606,"planar; flow layering; inclined, overturned < 180; primary; not entered; acquired from historical data",4.14.04.005
1100502106666,"planar; flow layering; inclined, overturned < 180; primary; not entered; not entered",4.14.04.006
1100502660101,"planar; flow layering; inclined, overturned < 180; not entered; known, sedimentary structure; measured at station",4.14.04.005
1100502660102,"planar; flow layering; inclined, overturned < 180; not entered; known, sedimentary structure; estimated at station",4.14.04.006
1100502660103,"planar; flow layering; inclined, overturned < 180; not entered; known, sedimentary structure; estimated remotely",4.14.04.006
1100502660104,"planar; flow layering; inclined, overturned < 180; not entered; known, sedimentary structure; calculated from data",4.14.04.006
1100502660105,"planar; flow layering; inclined, overturned < 180; not entered; known, sedimentary structure; calculated from imagery",4.14.04.006
1100502660106,"planar; flow layering; inclined, overturned < 180; not entered; known, sedimentary structure; acquired from historical data",4.14.04.005
1100502660166,"planar; flow layering; inclined, overturned < 180; not entered; known, sedimentary structure; not entered",4.14.04.006
1100502660201,"planar; flow layering; inclined, overturned < 180; not entered; known, igneous structure; measured at station",4.14.04.005
1100502660202,"planar; flow layering; inclined, overturned < 180; not entered; known, igneous structure; estimated at station",4.14.04.006
1100502660203,"planar; flow layering; inclined, overturned < 180; not entered; known, igneous structure; estimated remotely",4.14.04.006
1100502660204,"planar; flow layering; inclined, overturned < 180; not entered; known, igneous structure; calculated from data",4.14.04.006
1100502660205,"planar; flow layering; inclined, overturned < 180; not entered; known, igneous structure; calculated from imagery",4.14.04.006
1100502660206,"planar; flow layering; inclined, overturned < 180; not entered; known, igneous structure; acquired from historical data",4.14.04.005
1100502660266,"planar; flow layering; inclined, overturned < 180; not entered; known, igneous structure; not entered",4.14.04.006
1100502660301,"planar; flow layering; inclined, overturned < 180; not entered; known, stratigraphic order; measured at station",4.14.04.005
1100502660302,"planar; flow layering; inclined, overturned < 180; not entered; known, stratigraphic order; estimated at station",4.14.04.006
1100502660303,"planar; flow layering; inclined, overturned < 180; not entered; known, stratigraphic order; estimated remotely",4.14.04.006
1100502660304,"planar; flow layering; inclined, overturned < 180; not entered; known, stratigraphic order; calculated from data",4.14.04.006
1100502660305,"planar; flow layering; inclined, overturned < 180; not entered; known, stratigraphic order; calculated from imagery",4.14.04.006
1100502660306,"planar; flow layering; inclined, overturned < 180; not entered; known, stratigraphic order; acquired from historical data",4.14.04.005
1100502660366,"planar; flow layering; inclined, overturned < 180; not entered; known, stratigraphic order; not entered",4.14.04.006
1100502660401,"planar; flow layering; inclined, overturned < 180; not entered; inferred, stratigraphic order; measured at station",4.14.04.005
1100502660402,"planar; flow layering; inclined, overturned < 180; not entered; inferred, stratigraphic order; estimated at station",4.14.04.006
1100502660403,"planar; flow layering; inclined, overturned < 180; not entered; inferred, stratigraphic order; estimated remotely",4.14.04.006
1100502660404,"planar; flow layering; inclined, overturned < 180; not entered; inferred, stratigraphic order; calculated from data",4.14.04.006
1100502660405,"planar; flow layering; inclined, overturned < 180; not entered; inferred, stratigraphic order; calculated from imagery",4.14.04.006
1100502660406,"planar; flow layering; inclined, overturned < 180; not entered; inferred, stratigraphic order; acquired from historical data",4.14.04.005
1100502660466,"planar; flow layering; inclined, overturned < 180; not entered; inferred, stratigraphic order; not entered",4.14.04.006
1100502660501,"planar; flow layering; inclined, overturned < 180; not entered; inferred, bedding-cleavage; measured at station",4.14.04.005
1100502660502,"planar; flow layering; inclined, overturned < 180; not entered; inferred, bedding-cleavage; estimated at station",4.14.04.006
1100502660503,"planar; flow layering; inclined, overturned < 180; not entered; inferred, bedding-cleavage; estimated remotely",4.14.04.006
1100502660504,"planar; flow layering; inclined, overturned < 180; not entered; inferred, bedding-cleavage; calculated from data",4.14.04.006
1100502660505,"planar; flow layering; inclined, overturned < 180; not entered; inferred, bedding-cleavage; calculated from imagery",4.14.04.006
1100502660506,"planar; flow layering; inclined, overturned < 180; not entered; inferred, bedding-cleavage; acquired from historical data",4.14.04.005
1100502660566,"planar; flow layering; inclined, overturned < 180; not entered; inferred, bedding-cleavage; not entered",4.14.04.006
1100502666601,"planar; flow layering; inclined, overturned < 180; not entered; not entered; measured at station",4.14.04.005
1100502666602,"planar; flow layering; inclined, overturned < 180; not entered; not entered; estimated at station",4.14.04.006
1100502666603,"planar; flow layering; inclined, overturned < 180; not entered; not entered; estimated remotely",4.14.04.006
1100502666604,"planar; flow layering; inclined, overturned < 180; not entered; not entered; calculated from data",4.14.04.006
1100502666605,"planar; flow layering; inclined, overturned < 180; not entered; not entered; calculated from imagery",4.14.04.006
1100502666606,"planar; flow layering; inclined, overturned < 180; not entered; not entered; acquired from historical data",4.14.04.005
1100502666666,"planar; flow layering; inclined, overturned < 180; not entered; not entered; not entered",4.14.04.006
1100502880101,"planar; flow layering; inclined, overturned < 180; undefined; known, sedimentary structure; measured at station",4.14.04.005
1100502880102,"planar; flow layering; inclined, overturned < 180; undefined; known, sedimentary structure; estimated at station",4.14.04.006
1100502880103,"planar; flow layering; inclined, overturned < 180; undefined; known, sedimentary structure; estimated remotely",4.14.04.006
1100502880104,"planar; flow layering; inclined, overturned < 180; undefined; known, sedimentary structure; calculated from data",4.14.04.006
1100502880105,"planar; flow layering; inclined, overturned < 180; undefined; known, sedimentary structure; calculated from imagery",4.14.04.006
1100502880106,"planar; flow layering; inclined, overturned < 180; undefined; known, sedimentary structure; acquired from historical data",4.14.04.005
1100502880166,"planar; flow layering; inclined, overturned < 180; undefined; known, sedimentary structure; not entered",4.14.04.006
1100502880201,"planar; flow layering; inclined, overturned < 180; undefined; known, igneous structure; measured at station",4.14.04.005
1100502880202,"planar; flow layering; inclined, overturned < 180; undefined; known, igneous structure; estimated at station",4.14.04.006
1100502880203,"planar; flow layering; inclined, overturned < 180; undefined; known, igneous structure; estimated remotely",4.14.04.006
1100502880204,"planar; flow layering; inclined, overturned < 180; undefined; known, igneous structure; calculated from data",4.14.04.006
1100502880205,"planar; flow layering; inclined, overturned < 180; undefined; known, igneous structure; calculated from imagery",4.14.04.006
1100502880206,"planar; flow layering; inclined, overturned < 180; undefined; known, igneous structure; acquired from historical data",4.14.04.005
1100502880266,"planar; flow layering; inclined, overturned < 180; undefined; known, igneous structure; not entered",4.14.04.006
1100502880301,"planar; flow layering; inclined, overturned < 180; undefined; known, stratigraphic order; measured at station",4.14.04.005
1100502880302,"planar; flow layering; inclined, overturned < 180; undefined; known, stratigraphic order; estimated at station",4.14.04.006
1100502880303,"planar; flow layering; inclined, overturned < 180; undefined; known, stratigraphic order; estimated remotely",4.14.04.006
1100502880304,"planar; flow layering; inclined, overturned < 180; undefined; known, stratigraphic order; calculated from data",4.14.04.006
1100502880305,"planar; flow layering; inclined, overturned < 180; undefined; known, stratigraphic order; calculated from imagery",4.14.04.006
1100502880306,"planar; flow layering; inclined, overturned < 180; undefined; known, stratigraphic order; acquired from historical data",4.14.04.005
1100502880366,"planar; flow layering; inclined, overturned < 180; undefined; known, stratigraphic order; not entered",4.14.04.006
1100502880401,"planar; flow layering; inclined, overturned < 180; undefined; inferred, stratigraphic order; measured at station",4.14.04.005
1100502880402,"planar; flow layering; inclined, overturned < 180; undefined; inferred, stratigraphic order; estimated at station",4.14.04.006
1100502880403,"planar; flow layering; inclined, overturned < 180; undefined; inferred, stratigraphic order; estimated remotely",4.14.04.006
1100502880404,"planar; flow layering; inclined, overturned < 180; undefined; inferred, stratigraphic order; calculated from data",4.14.04.006
1100502880405,"planar; flow layering; inclined, overturned < 180; undefined; inferred, stratigraphic order; calculated from imagery",4.14.04.006
1100502880406,"planar; flow layering; inclined, overturned < 180; undefined; inferred, stratigraphic order; acquired from historical data",4.14.04.005
1100502880466,"planar; flow layering; inclined, overturned < 180; undefined; inferred, stratigraphic order; not entered",4.14.04.006
1100502880501,"planar; flow layering; inclined, overturned < 180; undefined; inferred, bedding-cleavage; measured at station",4.14.04.005
1100502880502,"planar; flow layering; inclined, overturned < 180; undefined; inferred, bedding-cleavage; estimated at station",4.14.04.006
1100502880503,"planar; flow layering; inclined, overturned < 180; undefined; inferred, bedding-cleavage; estimated remotely",4.14.04.006
1100502880504,"planar; flow layering; inclined, overturned < 180; undefined; inferred, bedding-cleavage; calculated from data",4.14.04.006
1100502880505,"planar; flow layering; inclined, overturned < 180; undefined; inferred, bedding-cleavage; calculated from imagery",4.14.04.006
1100502880506,"planar; flow layering; inclined, overturned < 180; undefined; inferred, bedding-cleavage; acquired from historical data",4.14.04.005
1100502880566,"planar; flow layering; inclined, overturned < 180; undefined; inferred, bedding-cleavage; not entered",4.14.04.006
1100502886601,"planar; flow layering; inclined, overturned < 180; undefined; not entered; measured at station",4.14.04.005
1100502886602,"planar; flow layering; inclined, overturned < 180; undefined; not entered; estimated at station",4.14.04.006
1100502886603,"planar; flow layering; inclined, overturned < 180; undefined; not entered; estimated remotely",4.14.04.006
1100502886604,"planar; flow layering; inclined, overturned < 180; undefined; not entered; calculated from data",4.14.04.006
1100502886605,"planar; flow layering; inclined, overturned < 180; undefined; not entered; calculated from imagery",4.14.04.006
1100502886606,"planar; flow layering; inclined, overturned < 180; undefined; not entered; acquired from historical data",4.14.04.005
1100502886666,"planar; flow layering; inclined, overturned < 180; undefined; not entered; not entered",4.14.04.006
1100504100101,"planar; flow layering; vertical; primary; known, sedimentary structure; measured at station",4.14.04.009
1100504100102,"planar; flow layering; vertical; primary; known, sedimentary structure; estimated at station",4.14.04.011
1100504100103,"planar; flow layering; vertical; primary; known, sedimentary structure; estimated remotely",4.14.04.011
1100504100104,"planar; flow layering; vertical; primary; known, sedimentary structure; calculated from data",4.14.04.011
1100504100105,"planar; flow layering; vertical; primary; known, sedimentary structure; calculated from imagery",4.14.04.011
1100504100106,"planar; flow layering; vertical; primary; known, sedimentary structure; acquired from historical data",4.14.04.009
1100504100166,"planar; flow layering; vertical; primary; known, sedimentary structure; not entered",4.14.04.011
1100504100201,"planar; flow layering; vertical; primary; known, igneous structure; measured at station",4.14.04.009
1100504100202,"planar; flow layering; vertical; primary; known, igneous structure; estimated at station",4.14.04.011
1100504100203,"planar; flow layering; vertical; primary; known, igneous structure; estimated remotely",4.14.04.011
1100504100204,"planar; flow layering; vertical; primary; known, igneous structure; calculated from data",4.14.04.011
1100504100205,"planar; flow layering; vertical; primary; known, igneous structure; calculated from imagery",4.14.04.011
1100504100206,"planar; flow layering; vertical; primary; known, igneous structure; acquired from historical data",4.14.04.009
1100504100266,"planar; flow layering; vertical; primary; known, igneous structure; not entered",4.14.04.011
1100504100301,"planar; flow layering; vertical; primary; known, stratigraphic order; measured at station",4.14.04.009
1100504100302,"planar; flow layering; vertical; primary; known, stratigraphic order; estimated at station",4.14.04.011
1100504100303,"planar; flow layering; vertical; primary; known, stratigraphic order; estimated remotely",4.14.04.011
1100504100304,"planar; flow layering; vertical; primary; known, stratigraphic order; calculated from data",4.14.04.011
1100504100305,"planar; flow layering; vertical; primary; known, stratigraphic order; calculated from imagery",4.14.04.011
1100504100306,"planar; flow layering; vertical; primary; known, stratigraphic order; acquired from historical data",4.14.04.009
1100504100366,"planar; flow layering; vertical; primary; known, stratigraphic order; not entered",4.14.04.011
1100504100401,"planar; flow layering; vertical; primary; inferred, stratigraphic order; measured at station",4.14.04.009
1100504100402,"planar; flow layering; vertical; primary; inferred, stratigraphic order; estimated at station",4.14.04.011
1100504100403,"planar; flow layering; vertical; primary; inferred, stratigraphic order; estimated remotely",4.14.04.011
1100504100404,"planar; flow layering; vertical; primary; inferred, stratigraphic order; calculated from data",4.14.04.011
1100504100405,"planar; flow layering; vertical; primary; inferred, stratigraphic order; calculated from imagery",4.14.04.011
1100504100406,"planar; flow layering; vertical; primary; inferred, stratigraphic order; acquired from historical data",4.14.04.009
1100504100466,"planar; flow layering; vertical; primary; inferred, stratigraphic order; not entered",4.14.04.011
1100504100501,"planar; flow layering; vertical; primary; inferred, bedding-cleavage; measured at station",4.14.04.009
1100504100502,"planar; flow layering; vertical; primary; inferred, bedding-cleavage; estimated at station",4.14.04.011
1100504100503,"planar; flow layering; vertical; primary; inferred, bedding-cleavage; estimated remotely",4.14.04.011
1100504100504,"planar; flow layering; vertical; primary; inferred, bedding-cleavage; calculated from data",4.14.04.011
1100504100505,"planar; flow layering; vertical; primary; inferred, bedding-cleavage; calculated from imagery",4.14.04.011
1100504100506,"planar; flow layering; vertical; primary; inferred, bedding-cleavage; acquired from historical data",4.14.04.009
1100504100566,"planar; flow layering; vertical; primary; inferred, bedding-cleavage; not entered",4.14.04.011
1100504100601,"planar; flow layering; vertical; primary; unknown, historical data; measured at station",4.14.04.010
1100504100602,"planar; flow layering; vertical; primary; unknown, historical data; estimated at station",4.14.04.012
1100504100603,"planar; flow layering; vertical; primary; unknown, historical data; estimated remotely",4.14.04.012
1100504100604,"planar; flow layering; vertical; primary; unknown, historical data; calculated from data",4.14.04.012
1100504100605,"planar; flow layering; vertical; primary; unknown, historical data; calculated from imagery",4.14.04.012
1100504100606,"planar; flow layering; vertical; primary; unknown, historical data; acquired from historical data",4.14.04.010
1100504100666,"planar; flow layering; vertical; primary; unknown, historical data; not entered",4.14.04.012
1100504100701,planar; flow layering; vertical; primary; no younging evidence; measured at station,4.14.04.010
1100504100702,planar; flow layering; vertical; primary; no younging evidence; estimated at station,4.14.04.012
1100504100703,planar; flow layering; vertical; primary; no younging evidence; estimated remotely,4.14.04.012
1100504100704,planar; flow layering; vertical; primary; no younging evidence; calculated from data,4.14.04.012
1100504100705,planar; flow layering; vertical; primary; no younging evidence; calculated from imagery,4.14.04.012
1100504100706,planar; flow layering; vertical; primary; no younging evidence; acquired from historical data,4.14.04.010
1100504100766,planar; flow layering; vertical; primary; no younging evidence; not entered,4.14.04.012
1100504106601,planar; flow layering; vertical; primary; not entered; measured at station,4.14.04.010
1100504106602,planar; flow layering; vertical; primary; not entered; estimated at station,4.14.04.012
1100504106603,planar; flow layering; vertical; primary; not entered; estimated remotely,4.14.04.012
1100504106604,planar; flow layering; vertical; primary; not entered; calculated from data,4.14.04.012
1100504106605,planar; flow layering; vertical; primary; not entered; calculated from imagery,4.14.04.012
1100504106606,planar; flow layering; vertical; primary; not entered; acquired from historical data,4.14.04.010
1100504106666,planar; flow layering; vertical; primary; not entered; not entered,4.14.04.012
1100504660101,"planar; flow layering; vertical; not entered; known, sedimentary structure; measured at station",4.14.04.009
1100504660102,"planar; flow layering; vertical; not entered; known, sedimentary structure; estimated at station",4.14.04.011
1100504660103,"planar; flow layering; vertical; not entered; known, sedimentary structure; estimated remotely",4.14.04.011
1100504660104,"planar; flow layering; vertical; not entered; known, sedimentary structure; calculated from data",4.14.04.011
1100504660105,"planar; flow layering; vertical; not entered; known, sedimentary structure; calculated from imagery",4.14.04.011
1100504660106,"planar; flow layering; vertical; not entered; known, sedimentary structure; acquired from historical data",4.14.04.009
1100504660166,"planar; flow layering; vertical; not entered; known, sedimentary structure; not entered",4.14.04.011
1100504660201,"planar; flow layering; vertical; not entered; known, igneous structure; measured at station",4.14.04.009
1100504660202,"planar; flow layering; vertical; not entered; known, igneous structure; estimated at station",4.14.04.011
1100504660203,"planar; flow layering; vertical; not entered; known, igneous structure; estimated remotely",4.14.04.011
1100504660204,"planar; flow layering; vertical; not entered; known, igneous structure; calculated from data",4.14.04.011
1100504660205,"planar; flow layering; vertical; not entered; known, igneous structure; calculated from imagery",4.14.04.011
1100504660206,"planar; flow layering; vertical; not entered; known, igneous structure; acquired from historical data",4.14.04.009
1100504660266,"planar; flow layering; vertical; not entered; known, igneous structure; not entered",4.14.04.011
1100504660301,"planar; flow layering; vertical; not entered; known, stratigraphic order; measured at station",4.14.04.009
1100504660302,"planar; flow layering; vertical; not entered; known, stratigraphic order; estimated at station",4.14.04.011
1100504660303,"planar; flow layering; vertical; not entered; known, stratigraphic order; estimated remotely",4.14.04.011
1100504660304,"planar; flow layering; vertical; not entered; known, stratigraphic order; calculated from data",4.14.04.011
1100504660305,"planar; flow layering; vertical; not entered; known, stratigraphic order; calculated from imagery",4.14.04.011
1100504660306,"planar; flow layering; vertical; not entered; known, stratigraphic order; acquired from historical data",4.14.04.009
1100504660366,"planar; flow layering; vertical; not entered; known, stratigraphic order; not entered",4.14.04.011
1100504660401,"planar; flow layering; vertical; not entered; inferred, stratigraphic order; measured at station",4.14.04.009
1100504660402,"planar; flow layering; vertical; not entered; inferred, stratigraphic order; estimated at station",4.14.04.011
1100504660403,"planar; flow layering; vertical; not entered; inferred, stratigraphic order; estimated remotely",4.14.04.011
1100504660404,"planar; flow layering; vertical; not entered; inferred, stratigraphic order; calculated from data",4.14.04.011
1100504660405,"planar; flow layering; vertical; not entered; inferred, stratigraphic order; calculated from imagery",4.14.04.011
1100504660406,"planar; flow layering; vertical; not entered; inferred, stratigraphic order; acquired from historical data",4.14.04.009
1100504660466,"planar; flow layering; vertical; not entered; inferred, stratigraphic order; not entered",4.14.04.011
1100504660501,"planar; flow layering; vertical; not entered; inferred, bedding-cleavage; measured at station",4.14.04.009
1100504660502,"planar; flow layering; vertical; not entered; inferred, bedding-cleavage; estimated at station",4.14.04.011
1100504660503,"planar; flow layering; vertical; not entered; inferred, bedding-cleavage; estimated remotely",4.14.04.011
1100504660504,"planar; flow layering; vertical; not entered; inferred, bedding-cleavage; calculated from data",4.14.04.011
1100504660505,"planar; flow layering; vertical; not entered; inferred, bedding-cleavage; calculated from imagery",4.14.04.011
1100504660506,"planar; flow layering; vertical; not entered; inferred, bedding-cleavage; acquired from historical data",4.14.04.009
1100504660566,"planar; flow layering; vertical; not entered; inferred, bedding-cleavage; not entered",4.14.04.011
1100504660601,"planar; flow layering; vertical; not entered; unknown, historical data; measured at station",4.14.04.010
1100504660602,"planar; flow layering; vertical; not entered; unknown, historical data; estimated at station",4.14.04.012
1100504660603,"planar; flow layering; vertical; not entered; unknown, historical data; estimated remotely",4.14.04.012
1100504660604,"planar; flow layering; vertical; not entered; unknown, historical data; calculated from data",4.14.04.012
1100504660605,"planar; flow layering; vertical; not entered; unknown, historical data; calculated from imagery",4.14.04.012
1100504660606,"planar; flow layering; vertical; not entered; unknown, historical data; acquired from historical data",4.14.04.010
1100504660666,"planar; flow layering; vertical; not entered; unknown, historical data; not entered",4.14.04.012
1100504660701,planar; flow layering; vertical; not entered; no younging evidence; measured at station,4.14.04.010
1100504660702,planar; flow layering; vertical; not entered; no younging evidence; estimated at station,4.14.04.012
1100504660703,planar; flow layering; vertical; not entered; no younging evidence; estimated remotely,4.14.04.012
1100504660704,planar; flow layering; vertical; not entered; no younging evidence; calculated from data,4.14.04.012
1100504660705,planar; flow layering; vertical; not entered; no younging evidence; calculated from imagery,4.14.04.012
1100504660706,planar; flow layering; vertical; not entered; no younging evidence; acquired from historical data,4.14.04.010
1100504660766,planar; flow layering; vertical; not entered; no younging evidence; not entered,4.14.04.012
1100504666601,planar; flow layering; vertical; not entered; not entered; measured at station,4.14.04.010
1100504666602,planar; flow layering; vertical; not entered; not entered; estimated at station,4.14.04.012
1100504666603,planar; flow layering; vertical; not entered; not entered; estimated remotely,4.14.04.012
1100504666604,planar; flow layering; vertical; not entered; not entered; calculated from data,4.14.04.012
1100504666605,planar; flow layering; vertical; not entered; not entered; calculated from imagery,4.14.04.012
1100504666606,planar; flow layering; vertical; not entered; not entered; acquired from historical data,4.14.04.010
1100504666666,planar; flow layering; vertical; not entered; not entered; not entered,4.14.04.012
1100504880101,"planar; flow layering; vertical; undefined; known, sedimentary structure; measured at station",4.14.04.009
1100504880102,"planar; flow layering; vertical; undefined; known, sedimentary structure; estimated at station",4.14.04.011
1100504880103,"planar; flow layering; vertical; undefined; known, sedimentary structure; estimated remotely",4.14.04.011
1100504880104,"planar; flow layering; vertical; undefined; known, sedimentary structure; calculated from data",4.14.04.011
1100504880105,"planar; flow layering; vertical; undefined; known, sedimentary structure; calculated from imagery",4.14.04.011
1100504880106,"planar; flow layering; vertical; undefined; known, sedimentary structure; acquired from historical data",4.14.04.009
1100504880166,"planar; flow layering; vertical; undefined; known, sedimentary structure; not entered",4.14.04.011
1100504880201,"planar; flow layering; vertical; undefined; known, igneous structure; measured at station",4.14.04.009
1100504880202,"planar; flow layering; vertical; undefined; known, igneous structure; estimated at station",4.14.04.011
1100504880203,"planar; flow layering; vertical; undefined; known, igneous structure; estimated remotely",4.14.04.011
1100504880204,"planar; flow layering; vertical; undefined; known, igneous structure; calculated from data",4.14.04.011
1100504880205,"planar; flow layering; vertical; undefined; known, igneous structure; calculated from imagery",4.14.04.011
1100504880206,"planar; flow layering; vertical; undefined; known, igneous structure; acquired from historical data",4.14.04.009
1100504880266,"planar; flow layering; vertical; undefined; known, igneous structure; not entered",4.14.04.011
1100504880301,"planar; flow layering; vertical; undefined; known, stratigraphic order; measured at station",4.14.04.009
1100504880302,"planar; flow layering; vertical; undefined; known, stratigraphic order; estimated at station",4.14.04.011
1100504880303,"planar; flow layering; vertical; undefined; known, stratigraphic order; estimated remotely",4.14.04.011
1100504880304,"planar; flow layering; vertical; undefined; known, stratigraphic order; calculated from data",4.14.04.011
