GEOPOINTID,Legend_Description,GSC_SYMBOL
1104006046601,"planar; axial plane, kink-band; inclined; fourth; not entered; measured at station",4.14.39.001
1104006046602,"planar; axial plane, kink-band; inclined; fourth; not entered; estimated at station",4.14.39.002
1104006046603,"planar; axial plane, kink-band; inclined; fourth; not entered; estimated remotely",4.14.39.002
1104006046604,"planar; axial plane, kink-band; inclined; fourth; not entered; calculated from data",4.14.39.002
1104006046605,"planar; axial plane, kink-band; inclined; fourth; not entered; calculated from imagery",4.14.39.002
1104006046606,"planar; axial plane, kink-band; inclined; fourth; not entered; acquired from historical data",4.14.39.001
1104006046666,"planar; axial plane, kink-band; inclined; fourth; not entered; not entered",4.14.39.002
1104006049901,"planar; axial plane, kink-band; inclined; fourth; not applicable; measured at station",4.14.39.001
1104006049902,"planar; axial plane, kink-band; inclined; fourth; not applicable; estimated at station",4.14.39.002
1104006049903,"planar; axial plane, kink-band; inclined; fourth; not applicable; estimated remotely",4.14.39.002
1104006049904,"planar; axial plane, kink-band; inclined; fourth; not applicable; calculated from data",4.14.39.002
1104006049905,"planar; axial plane, kink-band; inclined; fourth; not applicable; calculated from imagery",4.14.39.002
1104006049906,"planar; axial plane, kink-band; inclined; fourth; not applicable; acquired from historical data",4.14.39.001
1104006049966,"planar; axial plane, kink-band; inclined; fourth; not applicable; not entered",4.14.39.002
1104006056601,"planar; axial plane, kink-band; inclined; fifth; not entered; measured at station",4.14.39.001
1104006056602,"planar; axial plane, kink-band; inclined; fifth; not entered; estimated at station",4.14.39.002
1104006056603,"planar; axial plane, kink-band; inclined; fifth; not entered; estimated remotely",4.14.39.002
1104006056604,"planar; axial plane, kink-band; inclined; fifth; not entered; calculated from data",4.14.39.002
1104006056605,"planar; axial plane, kink-band; inclined; fifth; not entered; calculated from imagery",4.14.39.002
1104006056606,"planar; axial plane, kink-band; inclined; fifth; not entered; acquired from historical data",4.14.39.001
1104006056666,"planar; axial plane, kink-band; inclined; fifth; not entered; not entered",4.14.39.002
1104006059901,"planar; axial plane, kink-band; inclined; fifth; not applicable; measured at station",4.14.39.001
1104006059902,"planar; axial plane, kink-band; inclined; fifth; not applicable; estimated at station",4.14.39.002
1104006059903,"planar; axial plane, kink-band; inclined; fifth; not applicable; estimated remotely",4.14.39.002
1104006059904,"planar; axial plane, kink-band; inclined; fifth; not applicable; calculated from data",4.14.39.002
1104006059905,"planar; axial plane, kink-band; inclined; fifth; not applicable; calculated from imagery",4.14.39.002
1104006059906,"planar; axial plane, kink-band; inclined; fifth; not applicable; acquired from historical data",4.14.39.001
1104006059966,"planar; axial plane, kink-band; inclined; fifth; not applicable; not entered",4.14.39.002
1104006106601,"planar; axial plane, kink-band; inclined; primary; not entered; measured at station",4.14.39.001
1104006106602,"planar; axial plane, kink-band; inclined; primary; not entered; estimated at station",4.14.39.002
1104006106603,"planar; axial plane, kink-band; inclined; primary; not entered; estimated remotely",4.14.39.002
1104006106604,"planar; axial plane, kink-band; inclined; primary; not entered; calculated from data",4.14.39.002
1104006106605,"planar; axial plane, kink-band; inclined; primary; not entered; calculated from imagery",4.14.39.002
1104006106606,"planar; axial plane, kink-band; inclined; primary; not entered; acquired from historical data",4.14.39.001
1104006106666,"planar; axial plane, kink-band; inclined; primary; not entered; not entered",4.14.39.002
1104006109901,"planar; axial plane, kink-band; inclined; primary; not applicable; measured at station",4.14.39.001
1104006109902,"planar; axial plane, kink-band; inclined; primary; not applicable; estimated at station",4.14.39.002
1104006109903,"planar; axial plane, kink-band; inclined; primary; not applicable; estimated remotely",4.14.39.002
1104006109904,"planar; axial plane, kink-band; inclined; primary; not applicable; calculated from data",4.14.39.002
1104006109905,"planar; axial plane, kink-band; inclined; primary; not applicable; calculated from imagery",4.14.39.002
1104006109906,"planar; axial plane, kink-band; inclined; primary; not applicable; acquired from historical data",4.14.39.001
1104006109966,"planar; axial plane, kink-band; inclined; primary; not applicable; not entered",4.14.39.002
1104006116601,"planar; axial plane, kink-band; inclined; multi-generation; not entered; measured at station",4.14.39.001
1104006116602,"planar; axial plane, kink-band; inclined; multi-generation; not entered; estimated at station",4.14.39.002
1104006116603,"planar; axial plane, kink-band; inclined; multi-generation; not entered; estimated remotely",4.14.39.002
1104006116604,"planar; axial plane, kink-band; inclined; multi-generation; not entered; calculated from data",4.14.39.002
1104006116605,"planar; axial plane, kink-band; inclined; multi-generation; not entered; calculated from imagery",4.14.39.002
1104006116606,"planar; axial plane, kink-band; inclined; multi-generation; not entered; acquired from historical data",4.14.39.001
1104006116666,"planar; axial plane, kink-band; inclined; multi-generation; not entered; not entered",4.14.39.002
1104006119901,"planar; axial plane, kink-band; inclined; multi-generation; not applicable; measured at station",4.14.39.001
1104006119902,"planar; axial plane, kink-band; inclined; multi-generation; not applicable; estimated at station",4.14.39.002
1104006119903,"planar; axial plane, kink-band; inclined; multi-generation; not applicable; estimated remotely",4.14.39.002
1104006119904,"planar; axial plane, kink-band; inclined; multi-generation; not applicable; calculated from data",4.14.39.002
1104006119905,"planar; axial plane, kink-band; inclined; multi-generation; not applicable; calculated from imagery",4.14.39.002
1104006119906,"planar; axial plane, kink-band; inclined; multi-generation; not applicable; acquired from historical data",4.14.39.001
1104006119966,"planar; axial plane, kink-band; inclined; multi-generation; not applicable; not entered",4.14.39.002
1104006666601,"planar; axial plane, kink-band; inclined; not entered; not entered; measured at station",4.14.39.001
1104006666602,"planar; axial plane, kink-band; inclined; not entered; not entered; estimated at station",4.14.39.002
1104006666603,"planar; axial plane, kink-band; inclined; not entered; not entered; estimated remotely",4.14.39.002
1104006666604,"planar; axial plane, kink-band; inclined; not entered; not entered; calculated from data",4.14.39.002
1104006666605,"planar; axial plane, kink-band; inclined; not entered; not entered; calculated from imagery",4.14.39.002
1104006666606,"planar; axial plane, kink-band; inclined; not entered; not entered; acquired from historical data",4.14.39.001
1104006666666,"planar; axial plane, kink-band; inclined; not entered; not entered; not entered",4.14.39.002
1104006669901,"planar; axial plane, kink-band; inclined; not entered; not applicable; measured at station",4.14.39.001
1104006669902,"planar; axial plane, kink-band; inclined; not entered; not applicable; estimated at station",4.14.39.002
1104006669903,"planar; axial plane, kink-band; inclined; not entered; not applicable; estimated remotely",4.14.39.002
1104006669904,"planar; axial plane, kink-band; inclined; not entered; not applicable; calculated from data",4.14.39.002
1104006669905,"planar; axial plane, kink-band; inclined; not entered; not applicable; calculated from imagery",4.14.39.002
1104006669906,"planar; axial plane, kink-band; inclined; not entered; not applicable; acquired from historical data",4.14.39.001
1104006669966,"planar; axial plane, kink-band; inclined; not entered; not applicable; not entered",4.14.39.002
1104006886601,"planar; axial plane, kink-band; inclined; undefined; not entered; measured at station",4.14.39.001
1104006886602,"planar; axial plane, kink-band; inclined; undefined; not entered; estimated at station",4.14.39.002
1104006886603,"planar; axial plane, kink-band; inclined; undefined; not entered; estimated remotely",4.14.39.002
1104006886604,"planar; axial plane, kink-band; inclined; undefined; not entered; calculated from data",4.14.39.002
1104006886605,"planar; axial plane, kink-band; inclined; undefined; not entered; calculated from imagery",4.14.39.002
1104006886606,"planar; axial plane, kink-band; inclined; undefined; not entered; acquired from historical data",4.14.39.001
1104006886666,"planar; axial plane, kink-band; inclined; undefined; not entered; not entered",4.14.39.002
1104006889901,"planar; axial plane, kink-band; inclined; undefined; not applicable; measured at station",4.14.39.001
1104006889902,"planar; axial plane, kink-band; inclined; undefined; not applicable; estimated at station",4.14.39.002
1104006889903,"planar; axial plane, kink-band; inclined; undefined; not applicable; estimated remotely",4.14.39.002
1104006889904,"planar; axial plane, kink-band; inclined; undefined; not applicable; calculated from data",4.14.39.002
1104006889905,"planar; axial plane, kink-band; inclined; undefined; not applicable; calculated from imagery",4.14.39.002
1104006889906,"planar; axial plane, kink-band; inclined; undefined; not applicable; acquired from historical data",4.14.39.001
1104006889966,"planar; axial plane, kink-band; inclined; undefined; not applicable; not entered",4.14.39.002
1104066016601,"planar; axial plane, kink-band; not entered; first; not entered; measured at station",4.14.39.001
1104066016602,"planar; axial plane, kink-band; not entered; first; not entered; estimated at station",4.14.39.002
1104066016603,"planar; axial plane, kink-band; not entered; first; not entered; estimated remotely",4.14.39.002
1104066016604,"planar; axial plane, kink-band; not entered; first; not entered; calculated from data",4.14.39.002
1104066016605,"planar; axial plane, kink-band; not entered; first; not entered; calculated from imagery",4.14.39.002
1104066016606,"planar; axial plane, kink-band; not entered; first; not entered; acquired from historical data",4.14.39.001
1104066016666,"planar; axial plane, kink-band; not entered; first; not entered; not entered",4.14.39.002
1104066019901,"planar; axial plane, kink-band; not entered; first; not applicable; measured at station",4.14.39.001
1104066019902,"planar; axial plane, kink-band; not entered; first; not applicable; estimated at station",4.14.39.002
1104066019903,"planar; axial plane, kink-band; not entered; first; not applicable; estimated remotely",4.14.39.002
1104066019904,"planar; axial plane, kink-band; not entered; first; not applicable; calculated from data",4.14.39.002
1104066019905,"planar; axial plane, kink-band; not entered; first; not applicable; calculated from imagery",4.14.39.002
1104066019906,"planar; axial plane, kink-band; not entered; first; not applicable; acquired from historical data",4.14.39.001
1104066019966,"planar; axial plane, kink-band; not entered; first; not applicable; not entered",4.14.39.002
1104066026601,"planar; axial plane, kink-band; not entered; second; not entered; measured at station",4.14.39.001
1104066026602,"planar; axial plane, kink-band; not entered; second; not entered; estimated at station",4.14.39.002
1104066026603,"planar; axial plane, kink-band; not entered; second; not entered; estimated remotely",4.14.39.002
1104066026604,"planar; axial plane, kink-band; not entered; second; not entered; calculated from data",4.14.39.002
1104066026605,"planar; axial plane, kink-band; not entered; second; not entered; calculated from imagery",4.14.39.002
1104066026606,"planar; axial plane, kink-band; not entered; second; not entered; acquired from historical data",4.14.39.001
1104066026666,"planar; axial plane, kink-band; not entered; second; not entered; not entered",4.14.39.002
1104066029901,"planar; axial plane, kink-band; not entered; second; not applicable; measured at station",4.14.39.001
1104066029902,"planar; axial plane, kink-band; not entered; second; not applicable; estimated at station",4.14.39.002
1104066029903,"planar; axial plane, kink-band; not entered; second; not applicable; estimated remotely",4.14.39.002
1104066029904,"planar; axial plane, kink-band; not entered; second; not applicable; calculated from data",4.14.39.002
1104066029905,"planar; axial plane, kink-band; not entered; second; not applicable; calculated from imagery",4.14.39.002
1104066029906,"planar; axial plane, kink-band; not entered; second; not applicable; acquired from historical data",4.14.39.001
1104066029966,"planar; axial plane, kink-band; not entered; second; not applicable; not entered",4.14.39.002
1104066036601,"planar; axial plane, kink-band; not entered; third; not entered; measured at station",4.14.39.001
1104066036602,"planar; axial plane, kink-band; not entered; third; not entered; estimated at station",4.14.39.002
1104066036603,"planar; axial plane, kink-band; not entered; third; not entered; estimated remotely",4.14.39.002
1104066036604,"planar; axial plane, kink-band; not entered; third; not entered; calculated from data",4.14.39.002
1104066036605,"planar; axial plane, kink-band; not entered; third; not entered; calculated from imagery",4.14.39.002
1104066036606,"planar; axial plane, kink-band; not entered; third; not entered; acquired from historical data",4.14.39.001
1104066036666,"planar; axial plane, kink-band; not entered; third; not entered; not entered",4.14.39.002
1104066039901,"planar; axial plane, kink-band; not entered; third; not applicable; measured at station",4.14.39.001
1104066039902,"planar; axial plane, kink-band; not entered; third; not applicable; estimated at station",4.14.39.002
1104066039903,"planar; axial plane, kink-band; not entered; third; not applicable; estimated remotely",4.14.39.002
1104066039904,"planar; axial plane, kink-band; not entered; third; not applicable; calculated from data",4.14.39.002
1104066039905,"planar; axial plane, kink-band; not entered; third; not applicable; calculated from imagery",4.14.39.002
1104066039906,"planar; axial plane, kink-band; not entered; third; not applicable; acquired from historical data",4.14.39.001
1104066039966,"planar; axial plane, kink-band; not entered; third; not applicable; not entered",4.14.39.002
1104066046601,"planar; axial plane, kink-band; not entered; fourth; not entered; measured at station",4.14.39.001
1104066046602,"planar; axial plane, kink-band; not entered; fourth; not entered; estimated at station",4.14.39.002
1104066046603,"planar; axial plane, kink-band; not entered; fourth; not entered; estimated remotely",4.14.39.002
1104066046604,"planar; axial plane, kink-band; not entered; fourth; not entered; calculated from data",4.14.39.002
1104066046605,"planar; axial plane, kink-band; not entered; fourth; not entered; calculated from imagery",4.14.39.002
1104066046606,"planar; axial plane, kink-band; not entered; fourth; not entered; acquired from historical data",4.14.39.001
1104066046666,"planar; axial plane, kink-band; not entered; fourth; not entered; not entered",4.14.39.002
1104066049901,"planar; axial plane, kink-band; not entered; fourth; not applicable; measured at station",4.14.39.001
1104066049902,"planar; axial plane, kink-band; not entered; fourth; not applicable; estimated at station",4.14.39.002
1104066049903,"planar; axial plane, kink-band; not entered; fourth; not applicable; estimated remotely",4.14.39.002
1104066049904,"planar; axial plane, kink-band; not entered; fourth; not applicable; calculated from data",4.14.39.002
1104066049905,"planar; axial plane, kink-band; not entered; fourth; not applicable; calculated from imagery",4.14.39.002
1104066049906,"planar; axial plane, kink-band; not entered; fourth; not applicable; acquired from historical data",4.14.39.001
1104066049966,"planar; axial plane, kink-band; not entered; fourth; not applicable; not entered",4.14.39.002
1104066056601,"planar; axial plane, kink-band; not entered; fifth; not entered; measured at station",4.14.39.001
1104066056602,"planar; axial plane, kink-band; not entered; fifth; not entered; estimated at station",4.14.39.002
1104066056603,"planar; axial plane, kink-band; not entered; fifth; not entered; estimated remotely",4.14.39.002
1104066056604,"planar; axial plane, kink-band; not entered; fifth; not entered; calculated from data",4.14.39.002
1104066056605,"planar; axial plane, kink-band; not entered; fifth; not entered; calculated from imagery",4.14.39.002
1104066056606,"planar; axial plane, kink-band; not entered; fifth; not entered; acquired from historical data",4.14.39.001
1104066056666,"planar; axial plane, kink-band; not entered; fifth; not entered; not entered",4.14.39.002
1104066059901,"planar; axial plane, kink-band; not entered; fifth; not applicable; measured at station",4.14.39.001
1104066059902,"planar; axial plane, kink-band; not entered; fifth; not applicable; estimated at station",4.14.39.002
1104066059903,"planar; axial plane, kink-band; not entered; fifth; not applicable; estimated remotely",4.14.39.002
1104066059904,"planar; axial plane, kink-band; not entered; fifth; not applicable; calculated from data",4.14.39.002
1104066059905,"planar; axial plane, kink-band; not entered; fifth; not applicable; calculated from imagery",4.14.39.002
1104066059906,"planar; axial plane, kink-band; not entered; fifth; not applicable; acquired from historical data",4.14.39.001
1104066059966,"planar; axial plane, kink-band; not entered; fifth; not applicable; not entered",4.14.39.002
1104066106601,"planar; axial plane, kink-band; not entered; primary; not entered; measured at station",4.14.39.001
1104066106602,"planar; axial plane, kink-band; not entered; primary; not entered; estimated at station",4.14.39.002
1104066106603,"planar; axial plane, kink-band; not entered; primary; not entered; estimated remotely",4.14.39.002
1104066106604,"planar; axial plane, kink-band; not entered; primary; not entered; calculated from data",4.14.39.002
1104066106605,"planar; axial plane, kink-band; not entered; primary; not entered; calculated from imagery",4.14.39.002
1104066106606,"planar; axial plane, kink-band; not entered; primary; not entered; acquired from historical data",4.14.39.001
1104066106666,"planar; axial plane, kink-band; not entered; primary; not entered; not entered",4.14.39.002
1104066109901,"planar; axial plane, kink-band; not entered; primary; not applicable; measured at station",4.14.39.001
1104066109902,"planar; axial plane, kink-band; not entered; primary; not applicable; estimated at station",4.14.39.002
1104066109903,"planar; axial plane, kink-band; not entered; primary; not applicable; estimated remotely",4.14.39.002
1104066109904,"planar; axial plane, kink-band; not entered; primary; not applicable; calculated from data",4.14.39.002
1104066109905,"planar; axial plane, kink-band; not entered; primary; not applicable; calculated from imagery",4.14.39.002
1104066109906,"planar; axial plane, kink-band; not entered; primary; not applicable; acquired from historical data",4.14.39.001
1104066109966,"planar; axial plane, kink-band; not entered; primary; not applicable; not entered",4.14.39.002
1104066116601,"planar; axial plane, kink-band; not entered; multi-generation; not entered; measured at station",4.14.39.001
1104066116602,"planar; axial plane, kink-band; not entered; multi-generation; not entered; estimated at station",4.14.39.002
1104066116603,"planar; axial plane, kink-band; not entered; multi-generation; not entered; estimated remotely",4.14.39.002
1104066116604,"planar; axial plane, kink-band; not entered; multi-generation; not entered; calculated from data",4.14.39.002
1104066116605,"planar; axial plane, kink-band; not entered; multi-generation; not entered; calculated from imagery",4.14.39.002
1104066116606,"planar; axial plane, kink-band; not entered; multi-generation; not entered; acquired from historical data",4.14.39.001
1104066116666,"planar; axial plane, kink-band; not entered; multi-generation; not entered; not entered",4.14.39.002
1104066119901,"planar; axial plane, kink-band; not entered; multi-generation; not applicable; measured at station",4.14.39.001
1104066119902,"planar; axial plane, kink-band; not entered; multi-generation; not applicable; estimated at station",4.14.39.002
1104066119903,"planar; axial plane, kink-band; not entered; multi-generation; not applicable; estimated remotely",4.14.39.002
1104066119904,"planar; axial plane, kink-band; not entered; multi-generation; not applicable; calculated from data",4.14.39.002
1104066119905,"planar; axial plane, kink-band; not entered; multi-generation; not applicable; calculated from imagery",4.14.39.002
1104066119906,"planar; axial plane, kink-band; not entered; multi-generation; not applicable; acquired from historical data",4.14.39.001
1104066119966,"planar; axial plane, kink-band; not entered; multi-generation; not applicable; not entered",4.14.39.002
1104066666601,"planar; axial plane, kink-band; not entered; not entered; not entered; measured at station",4.14.39.001
1104066666602,"planar; axial plane, kink-band; not entered; not entered; not entered; estimated at station",4.14.39.002
1104066666603,"planar; axial plane, kink-band; not entered; not entered; not entered; estimated remotely",4.14.39.002
1104066666604,"planar; axial plane, kink-band; not entered; not entered; not entered; calculated from data",4.14.39.002
1104066666605,"planar; axial plane, kink-band; not entered; not entered; not entered; calculated from imagery",4.14.39.002
1104066666606,"planar; axial plane, kink-band; not entered; not entered; not entered; acquired from historical data",4.14.39.001
1104066666666,"planar; axial plane, kink-band; not entered; not entered; not entered; not entered",4.14.39.002
1104066669901,"planar; axial plane, kink-band; not entered; not entered; not applicable; measured at station",4.14.39.001
1104066669902,"planar; axial plane, kink-band; not entered; not entered; not applicable; estimated at station",4.14.39.002
1104066669903,"planar; axial plane, kink-band; not entered; not entered; not applicable; estimated remotely",4.14.39.002
1104066669904,"planar; axial plane, kink-band; not entered; not entered; not applicable; calculated from data",4.14.39.002
1104066669905,"planar; axial plane, kink-band; not entered; not entered; not applicable; calculated from imagery",4.14.39.002
1104066669906,"planar; axial plane, kink-band; not entered; not entered; not applicable; acquired from historical data",4.14.39.001
1104066669966,"planar; axial plane, kink-band; not entered; not entered; not applicable; not entered",4.14.39.002
1104066886601,"planar; axial plane, kink-band; not entered; undefined; not entered; measured at station",4.14.39.001
1104066886602,"planar; axial plane, kink-band; not entered; undefined; not entered; estimated at station",4.14.39.002
1104066886603,"planar; axial plane, kink-band; not entered; undefined; not entered; estimated remotely",4.14.39.002
1104066886604,"planar; axial plane, kink-band; not entered; undefined; not entered; calculated from data",4.14.39.002
1104066886605,"planar; axial plane, kink-band; not entered; undefined; not entered; calculated from imagery",4.14.39.002
1104066886606,"planar; axial plane, kink-band; not entered; undefined; not entered; acquired from historical data",4.14.39.001
1104066886666,"planar; axial plane, kink-band; not entered; undefined; not entered; not entered",4.14.39.002
1104066889901,"planar; axial plane, kink-band; not entered; undefined; not applicable; measured at station",4.14.39.001
1104066889902,"planar; axial plane, kink-band; not entered; undefined; not applicable; estimated at station",4.14.39.002
1104066889903,"planar; axial plane, kink-band; not entered; undefined; not applicable; estimated remotely",4.14.39.002
1104066889904,"planar; axial plane, kink-band; not entered; undefined; not applicable; calculated from data",4.14.39.002
1104066889905,"planar; axial plane, kink-band; not entered; undefined; not applicable; calculated from imagery",4.14.39.002
1104066889906,"planar; axial plane, kink-band; not entered; undefined; not applicable; acquired from historical data",4.14.39.001
1104066889966,"planar; axial plane, kink-band; not entered; undefined; not applicable; not entered",4.14.39.002
1104088016601,"planar; axial plane, kink-band; undefined; first; not entered; measured at station",4.14.39.001
1104088016602,"planar; axial plane, kink-band; undefined; first; not entered; estimated at station",4.14.39.002
1104088016603,"planar; axial plane, kink-band; undefined; first; not entered; estimated remotely",4.14.39.002
1104088016604,"planar; axial plane, kink-band; undefined; first; not entered; calculated from data",4.14.39.002
1104088016605,"planar; axial plane, kink-band; undefined; first; not entered; calculated from imagery",4.14.39.002
1104088016606,"planar; axial plane, kink-band; undefined; first; not entered; acquired from historical data",4.14.39.001
1104088016666,"planar; axial plane, kink-band; undefined; first; not entered; not entered",4.14.39.002
1104088019901,"planar; axial plane, kink-band; undefined; first; not applicable; measured at station",4.14.39.001
1104088019902,"planar; axial plane, kink-band; undefined; first; not applicable; estimated at station",4.14.39.002
1104088019903,"planar; axial plane, kink-band; undefined; first; not applicable; estimated remotely",4.14.39.002
1104088019904,"planar; axial plane, kink-band; undefined; first; not applicable; calculated from data",4.14.39.002
1104088019905,"planar; axial plane, kink-band; undefined; first; not applicable; calculated from imagery",4.14.39.002
1104088019906,"planar; axial plane, kink-band; undefined; first; not applicable; acquired from historical data",4.14.39.001
1104088019966,"planar; axial plane, kink-band; undefined; first; not applicable; not entered",4.14.39.002
1104088026601,"planar; axial plane, kink-band; undefined; second; not entered; measured at station",4.14.39.001
1104088026602,"planar; axial plane, kink-band; undefined; second; not entered; estimated at station",4.14.39.002
1104088026603,"planar; axial plane, kink-band; undefined; second; not entered; estimated remotely",4.14.39.002
1104088026604,"planar; axial plane, kink-band; undefined; second; not entered; calculated from data",4.14.39.002
1104088026605,"planar; axial plane, kink-band; undefined; second; not entered; calculated from imagery",4.14.39.002
1104088026606,"planar; axial plane, kink-band; undefined; second; not entered; acquired from historical data",4.14.39.001
1104088026666,"planar; axial plane, kink-band; undefined; second; not entered; not entered",4.14.39.002
1104088029901,"planar; axial plane, kink-band; undefined; second; not applicable; measured at station",4.14.39.001
1104088029902,"planar; axial plane, kink-band; undefined; second; not applicable; estimated at station",4.14.39.002
1104088029903,"planar; axial plane, kink-band; undefined; second; not applicable; estimated remotely",4.14.39.002
1104088029904,"planar; axial plane, kink-band; undefined; second; not applicable; calculated from data",4.14.39.002
1104088029905,"planar; axial plane, kink-band; undefined; second; not applicable; calculated from imagery",4.14.39.002
1104088029906,"planar; axial plane, kink-band; undefined; second; not applicable; acquired from historical data",4.14.39.001
1104088029966,"planar; axial plane, kink-band; undefined; second; not applicable; not entered",4.14.39.002
1104088036601,"planar; axial plane, kink-band; undefined; third; not entered; measured at station",4.14.39.001
1104088036602,"planar; axial plane, kink-band; undefined; third; not entered; estimated at station",4.14.39.002
1104088036603,"planar; axial plane, kink-band; undefined; third; not entered; estimated remotely",4.14.39.002
1104088036604,"planar; axial plane, kink-band; undefined; third; not entered; calculated from data",4.14.39.002
1104088036605,"planar; axial plane, kink-band; undefined; third; not entered; calculated from imagery",4.14.39.002
1104088036606,"planar; axial plane, kink-band; undefined; third; not entered; acquired from historical data",4.14.39.001
1104088036666,"planar; axial plane, kink-band; undefined; third; not entered; not entered",4.14.39.002
1104088039901,"planar; axial plane, kink-band; undefined; third; not applicable; measured at station",4.14.39.001
1104088039902,"planar; axial plane, kink-band; undefined; third; not applicable; estimated at station",4.14.39.002
1104088039903,"planar; axial plane, kink-band; undefined; third; not applicable; estimated remotely",4.14.39.002
1104088039904,"planar; axial plane, kink-band; undefined; third; not applicable; calculated from data",4.14.39.002
1104088039905,"planar; axial plane, kink-band; undefined; third; not applicable; calculated from imagery",4.14.39.002
1104088039906,"planar; axial plane, kink-band; undefined; third; not applicable; acquired from historical data",4.14.39.001
1104088039966,"planar; axial plane, kink-band; undefined; third; not applicable; not entered",4.14.39.002
1104088046601,"planar; axial plane, kink-band; undefined; fourth; not entered; measured at station",4.14.39.001
1104088046602,"planar; axial plane, kink-band; undefined; fourth; not entered; estimated at station",4.14.39.002
1104088046603,"planar; axial plane, kink-band; undefined; fourth; not entered; estimated remotely",4.14.39.002
1104088046604,"planar; axial plane, kink-band; undefined; fourth; not entered; calculated from data",4.14.39.002
1104088046605,"planar; axial plane, kink-band; undefined; fourth; not entered; calculated from imagery",4.14.39.002
1104088046606,"planar; axial plane, kink-band; undefined; fourth; not entered; acquired from historical data",4.14.39.001
1104088046666,"planar; axial plane, kink-band; undefined; fourth; not entered; not entered",4.14.39.002
1104088049901,"planar; axial plane, kink-band; undefined; fourth; not applicable; measured at station",4.14.39.001
1104088049902,"planar; axial plane, kink-band; undefined; fourth; not applicable; estimated at station",4.14.39.002
1104088049903,"planar; axial plane, kink-band; undefined; fourth; not applicable; estimated remotely",4.14.39.002
1104088049904,"planar; axial plane, kink-band; undefined; fourth; not applicable; calculated from data",4.14.39.002
1104088049905,"planar; axial plane, kink-band; undefined; fourth; not applicable; calculated from imagery",4.14.39.002
1104088049906,"planar; axial plane, kink-band; undefined; fourth; not applicable; acquired from historical data",4.14.39.001
1104088049966,"planar; axial plane, kink-band; undefined; fourth; not applicable; not entered",4.14.39.002
1104088056601,"planar; axial plane, kink-band; undefined; fifth; not entered; measured at station",4.14.39.001
1104088056602,"planar; axial plane, kink-band; undefined; fifth; not entered; estimated at station",4.14.39.002
1104088056603,"planar; axial plane, kink-band; undefined; fifth; not entered; estimated remotely",4.14.39.002
1104088056604,"planar; axial plane, kink-band; undefined; fifth; not entered; calculated from data",4.14.39.002
1104088056605,"planar; axial plane, kink-band; undefined; fifth; not entered; calculated from imagery",4.14.39.002
1104088056606,"planar; axial plane, kink-band; undefined; fifth; not entered; acquired from historical data",4.14.39.001
1104088056666,"planar; axial plane, kink-band; undefined; fifth; not entered; not entered",4.14.39.002
1104088059901,"planar; axial plane, kink-band; undefined; fifth; not applicable; measured at station",4.14.39.001
1104088059902,"planar; axial plane, kink-band; undefined; fifth; not applicable; estimated at station",4.14.39.002
1104088059903,"planar; axial plane, kink-band; undefined; fifth; not applicable; estimated remotely",4.14.39.002
1104088059904,"planar; axial plane, kink-band; undefined; fifth; not applicable; calculated from data",4.14.39.002
1104088059905,"planar; axial plane, kink-band; undefined; fifth; not applicable; calculated from imagery",4.14.39.002
1104088059906,"planar; axial plane, kink-band; undefined; fifth; not applicable; acquired from historical data",4.14.39.001
1104088059966,"planar; axial plane, kink-band; undefined; fifth; not applicable; not entered",4.14.39.002
1104088106601,"planar; axial plane, kink-band; undefined; primary; not entered; measured at station",4.14.39.001
1104088106602,"planar; axial plane, kink-band; undefined; primary; not entered; estimated at station",4.14.39.002
1104088106603,"planar; axial plane, kink-band; undefined; primary; not entered; estimated remotely",4.14.39.002
1104088106604,"planar; axial plane, kink-band; undefined; primary; not entered; calculated from data",4.14.39.002
1104088106605,"planar; axial plane, kink-band; undefined; primary; not entered; calculated from imagery",4.14.39.002
1104088106606,"planar; axial plane, kink-band; undefined; primary; not entered; acquired from historical data",4.14.39.001
1104088106666,"planar; axial plane, kink-band; undefined; primary; not entered; not entered",4.14.39.002
1104088109901,"planar; axial plane, kink-band; undefined; primary; not applicable; measured at station",4.14.39.001
1104088109902,"planar; axial plane, kink-band; undefined; primary; not applicable; estimated at station",4.14.39.002
1104088109903,"planar; axial plane, kink-band; undefined; primary; not applicable; estimated remotely",4.14.39.002
1104088109904,"planar; axial plane, kink-band; undefined; primary; not applicable; calculated from data",4.14.39.002
1104088109905,"planar; axial plane, kink-band; undefined; primary; not applicable; calculated from imagery",4.14.39.002
1104088109906,"planar; axial plane, kink-band; undefined; primary; not applicable; acquired from historical data",4.14.39.001
1104088109966,"planar; axial plane, kink-band; undefined; primary; not applicable; not entered",4.14.39.002
1104088116601,"planar; axial plane, kink-band; undefined; multi-generation; not entered; measured at station",4.14.39.001
1104088116602,"planar; axial plane, kink-band; undefined; multi-generation; not entered; estimated at station",4.14.39.002
1104088116603,"planar; axial plane, kink-band; undefined; multi-generation; not entered; estimated remotely",4.14.39.002
1104088116604,"planar; axial plane, kink-band; undefined; multi-generation; not entered; calculated from data",4.14.39.002
1104088116605,"planar; axial plane, kink-band; undefined; multi-generation; not entered; calculated from imagery",4.14.39.002
1104088116606,"planar; axial plane, kink-band; undefined; multi-generation; not entered; acquired from historical data",4.14.39.001
1104088116666,"planar; axial plane, kink-band; undefined; multi-generation; not entered; not entered",4.14.39.002
